Linux 6.8.12+ (sendai) 	12/07/2025 	_x86_64_	(6 CPU)

04:58:02 PM   UID       PID    %usr %system  %guest   %wait    %CPU   CPU  Command
04:58:42 PM  1000   1864449    0.00    0.00    0.00    0.00    0.00     5  redis_info_loop
04:58:42 PM  1000   1864451    0.00    0.00    0.00    0.00    0.00     1  sh

Average:      UID       PID    %usr %system  %guest   %wait    %CPU   CPU  Command
Average:     1000   1864449    0.00    0.00    0.00    0.00    0.00     -  redis_info_loop
Average:     1000   1864451    0.00    0.00    0.00    0.00    0.00     -  sh
