Linux 6.8.12+ (sendai) 	11/28/2025 	_x86_64_	(6 CPU)

12:09:25 AM   UID       PID    %usr %system  %guest   %wait    %CPU   CPU  Command
12:10:05 AM     0      9965    0.00    0.03    0.00    0.00    0.03     5  systemd-journal
12:10:05 AM   111   3905375    2.55    1.73    0.00    0.00    4.28     3  netdata
12:10:05 AM   111   3905748    0.07    0.10    0.00    0.00    0.18     0  bash
12:10:05 AM   111   3905772    0.12    0.05    0.00    0.00    0.18     0  go.d.plugin
12:10:05 AM   111   3905774    0.00    0.00    0.00    0.00    0.00     2  otel-plugin
12:10:05 AM  1000   3905954    0.20    0.00    0.00    0.00    0.20     4  ssh
12:10:05 AM  1000   3905955    0.00    0.00    0.00    0.00    0.00     1  sh

Average:      UID       PID    %usr %system  %guest   %wait    %CPU   CPU  Command
Average:        0      9965    0.00    0.03    0.00    0.00    0.03     -  systemd-journal
Average:      111   3905375    2.55    1.73    0.00    0.00    4.28     -  netdata
Average:      111   3905748    0.07    0.10    0.00    0.00    0.18     -  bash
Average:      111   3905772    0.12    0.05    0.00    0.00    0.18     -  go.d.plugin
Average:      111   3905774    0.00    0.00    0.00    0.00    0.00     -  otel-plugin
Average:     1000   3905954    0.20    0.00    0.00    0.00    0.20     -  ssh
Average:     1000   3905955    0.00    0.00    0.00    0.00    0.00     -  sh
