Linux 6.8.12+ (sendai) 	11/28/2025 	_x86_64_	(6 CPU)

12:33:13 AM   UID       PID    %usr %system  %guest   %wait    %CPU   CPU  Command
12:33:53 AM     0      9965    0.00    0.03    0.00    0.00    0.03     0  systemd-journal
12:33:53 AM   111   3939976    2.23    2.05    0.00    0.00    4.28     0  netdata
12:33:53 AM   111   3940346    0.07    0.10    0.00    0.00    0.18     4  bash
12:33:53 AM   111   3940368    0.00    0.00    0.00    0.00    0.00     4  otel-plugin
12:33:53 AM   111   3940370    0.20    0.05    0.00    0.00    0.25     4  go.d.plugin
12:33:53 AM  1000   3940555    0.20    0.00    0.00    0.00    0.20     1  ssh
12:33:53 AM  1000   3940556    0.00    0.00    0.00    0.00    0.00     2  sh

Average:      UID       PID    %usr %system  %guest   %wait    %CPU   CPU  Command
Average:        0      9965    0.00    0.03    0.00    0.00    0.03     -  systemd-journal
Average:      111   3939976    2.23    2.05    0.00    0.00    4.28     -  netdata
Average:      111   3940346    0.07    0.10    0.00    0.00    0.18     -  bash
Average:      111   3940368    0.00    0.00    0.00    0.00    0.00     -  otel-plugin
Average:      111   3940370    0.20    0.05    0.00    0.00    0.25     -  go.d.plugin
Average:     1000   3940555    0.20    0.00    0.00    0.00    0.20     -  ssh
Average:     1000   3940556    0.00    0.00    0.00    0.00    0.00     -  sh
