Linux 6.8.12+ (sendai) 	12/07/2025 	_x86_64_	(6 CPU)

07:46:44 PM   UID       PID    %usr %system  %guest   %wait    %CPU   CPU  Command
07:47:24 PM     0      1495    0.00    0.00    0.00    0.00    0.00     1  systemd-journal
07:47:24 PM   111     26808    1.60    1.18    0.00    0.00    2.77     3  netdata
07:47:24 PM   111     27251    0.05    0.12    0.00    0.00    0.18     4  bash
07:47:24 PM   111     27271    0.10    0.03    0.00    0.00    0.12     2  go.d.plugin
07:47:24 PM   111     27274    0.00    0.00    0.00    0.00    0.00     1  otel-plugin
07:47:24 PM  1000     27537    0.00    0.00    0.00    0.00    0.00     5  ssh
07:47:24 PM  1000     28170    0.00    0.00    0.00    0.00    0.00     5  sh

Average:      UID       PID    %usr %system  %guest   %wait    %CPU   CPU  Command
Average:        0      1495    0.00    0.00    0.00    0.00    0.00     -  systemd-journal
Average:      111     26808    1.60    1.18    0.00    0.00    2.77     -  netdata
Average:      111     27251    0.05    0.12    0.00    0.00    0.18     -  bash
Average:      111     27271    0.10    0.03    0.00    0.00    0.12     -  go.d.plugin
Average:      111     27274    0.00    0.00    0.00    0.00    0.00     -  otel-plugin
Average:     1000     27537    0.00    0.00    0.00    0.00    0.00     -  ssh
Average:     1000     28170    0.00    0.00    0.00    0.00    0.00     -  sh
