Linux 6.8.12+ (sendai) 	11/28/2025 	_x86_64_	(6 CPU)

04:41:07 PM   UID       PID    %usr %system  %guest   %wait    %CPU   CPU  Command
04:41:47 PM     0      9965    0.00    0.00    0.00    0.00    0.00     2  systemd-journal
04:41:47 PM   111    305786   13.20    5.67    0.00    0.00   18.88     4  netdata
04:41:47 PM   111    306156    0.05    0.10    0.00    0.00    0.15     2  bash
04:41:47 PM   111    306177    0.15    0.05    0.00    0.00    0.20     2  go.d.plugin
04:41:47 PM   111    306182    0.00    0.00    0.00    0.00    0.00     0  otel-plugin
04:41:47 PM  1000    306364    0.18    0.00    0.00    0.00    0.18     3  ssh
04:41:47 PM  1000    306365    0.00    0.00    0.00    0.00    0.00     4  sh

Average:      UID       PID    %usr %system  %guest   %wait    %CPU   CPU  Command
Average:        0      9965    0.00    0.00    0.00    0.00    0.00     -  systemd-journal
Average:      111    305786   13.20    5.67    0.00    0.00   18.88     -  netdata
Average:      111    306156    0.05    0.10    0.00    0.00    0.15     -  bash
Average:      111    306177    0.15    0.05    0.00    0.00    0.20     -  go.d.plugin
Average:      111    306182    0.00    0.00    0.00    0.00    0.00     -  otel-plugin
Average:     1000    306364    0.18    0.00    0.00    0.00    0.18     -  ssh
Average:     1000    306365    0.00    0.00    0.00    0.00    0.00     -  sh
