Linux 6.8.12+ (sendai) 	11/13/2025 	_x86_64_	(6 CPU)

11:27:16 AM   UID       PID    %usr %system  %guest   %wait    %CPU   CPU  Command
11:27:56 AM     0       660    0.02    0.00    0.00    0.00    0.02     3  systemd-journal
11:27:56 AM   111    707715    2.82    1.95    0.00    0.85    4.77     0  netdata
11:27:56 AM   111    708092    0.10    0.05    0.00    0.02    0.15     0  bash
11:27:56 AM   111    708114    0.25    0.77    0.00    0.02    1.02     0  apps.plugin
11:27:56 AM   111    708116    0.00    0.00    0.00    0.00    0.00     0  nfacct.plugin
11:27:56 AM   111    708117    0.15    0.02    0.00    0.00    0.17     0  go.d.plugin
11:27:56 AM   111    708120    0.00    0.00    0.00    0.00    0.00     0  otel-plugin
11:27:56 AM   111    708122    0.00    0.00    0.00    0.02    0.00     0  sd-jrnl.plugin
11:27:56 AM   111    708126    0.00    0.00    0.00    0.00    0.00     0  NETWORK-VIEWER
11:27:56 AM   111    708129    0.00    0.00    0.00    0.00    0.00     0  ebpf.plugin
11:27:56 AM   111    708133    0.00    0.05    0.00    0.00    0.05     0  debugfs.plugin
11:27:56 AM  1000    708320    0.20    0.00    0.00    0.00    0.20     4  ssh
11:27:56 AM  1000    708321    0.00    0.00    0.00    0.00    0.00     4  sh

Average:      UID       PID    %usr %system  %guest   %wait    %CPU   CPU  Command
Average:        0       660    0.02    0.00    0.00    0.00    0.02     -  systemd-journal
Average:      111    707715    2.82    1.95    0.00    0.85    4.77     -  netdata
Average:      111    708092    0.10    0.05    0.00    0.02    0.15     -  bash
Average:      111    708114    0.25    0.77    0.00    0.02    1.02     -  apps.plugin
Average:      111    708116    0.00    0.00    0.00    0.00    0.00     -  nfacct.plugin
Average:      111    708117    0.15    0.02    0.00    0.00    0.17     -  go.d.plugin
Average:      111    708120    0.00    0.00    0.00    0.00    0.00     -  otel-plugin
Average:      111    708122    0.00    0.00    0.00    0.02    0.00     -  sd-jrnl.plugin
Average:      111    708126    0.00    0.00    0.00    0.00    0.00     -  NETWORK-VIEWER
Average:      111    708129    0.00    0.00    0.00    0.00    0.00     -  ebpf.plugin
Average:      111    708133    0.00    0.05    0.00    0.00    0.05     -  debugfs.plugin
Average:     1000    708320    0.20    0.00    0.00    0.00    0.20     -  ssh
Average:     1000    708321    0.00    0.00    0.00    0.00    0.00     -  sh
