Linux 6.8.12+ (sendai) 	12/08/2025 	_x86_64_	(6 CPU)

03:10:01 AM   UID       PID    %usr %system  %guest   %wait    %CPU   CPU  Command
03:10:41 AM     0      1495    0.00    0.00    0.00    0.00    0.00     3  systemd-journal
03:10:41 AM   111    371562    0.50    0.35    0.00    0.00    0.85     2  netdata
03:10:41 AM   111    371939    0.05    0.10    0.00    0.00    0.15     1  bash
03:10:41 AM   111    371955    0.12    0.03    0.00    0.00    0.15     3  go.d.plugin
03:10:41 AM   111    371957    0.00    0.00    0.00    0.00    0.00     3  otel-plugin
03:10:41 AM  1000    372225    0.00    0.00    0.00    0.00    0.00     1  ssh
03:10:41 AM  1000    372694    0.00    0.00    0.00    0.00    0.00     0  sh

Average:      UID       PID    %usr %system  %guest   %wait    %CPU   CPU  Command
Average:        0      1495    0.00    0.00    0.00    0.00    0.00     -  systemd-journal
Average:      111    371562    0.50    0.35    0.00    0.00    0.85     -  netdata
Average:      111    371939    0.05    0.10    0.00    0.00    0.15     -  bash
Average:      111    371955    0.12    0.03    0.00    0.00    0.15     -  go.d.plugin
Average:      111    371957    0.00    0.00    0.00    0.00    0.00     -  otel-plugin
Average:     1000    372225    0.00    0.00    0.00    0.00    0.00     -  ssh
Average:     1000    372694    0.00    0.00    0.00    0.00    0.00     -  sh
