Linux 6.8.12+ (sendai) 	12/08/2025 	_x86_64_	(6 CPU)

03:45:26 AM   UID       PID    %usr %system  %guest   %wait    %CPU   CPU  Command
03:46:06 AM     0      1495    0.00    0.03    0.00    0.00    0.03     3  systemd-journal
03:46:06 AM   111    416397    0.40    0.22    0.00    0.00    0.62     0  netdata
03:46:06 AM   111    416766    0.07    0.07    0.00    0.00    0.15     2  bash
03:46:06 AM   111    416788    0.00    0.00    0.00    0.00    0.00     0  otel-plugin
03:46:06 AM  1000    417008    0.20    0.00    0.00    0.00    0.20     3  ssh
03:46:06 AM  1000    417009    0.00    0.00    0.00    0.00    0.00     4  sh

Average:      UID       PID    %usr %system  %guest   %wait    %CPU   CPU  Command
Average:        0      1495    0.00    0.03    0.00    0.00    0.03     -  systemd-journal
Average:      111    416397    0.40    0.22    0.00    0.00    0.62     -  netdata
Average:      111    416766    0.07    0.07    0.00    0.00    0.15     -  bash
Average:      111    416788    0.00    0.00    0.00    0.00    0.00     -  otel-plugin
Average:     1000    417008    0.20    0.00    0.00    0.00    0.20     -  ssh
Average:     1000    417009    0.00    0.00    0.00    0.00    0.00     -  sh
