Linux 6.8.12+ (sendai) 	12/08/2025 	_x86_64_	(6 CPU)

03:11:39 AM   UID       PID    %usr %system  %guest   %wait    %CPU   CPU  Command
03:12:19 AM     0      1495    0.00    0.00    0.00    0.00    0.00     4  systemd-journal
03:12:19 AM   111    373249   14.05    5.45    0.00    0.00   19.50     3  netdata
03:12:19 AM   111    373626    0.05    0.12    0.00    0.00    0.18     3  bash
03:12:19 AM   111    373642    0.00    0.00    0.00    0.00    0.00     1  otel-plugin
03:12:19 AM   111    373643    0.15    0.03    0.00    0.00    0.18     4  go.d.plugin
03:12:19 AM  1000    373936    0.00    0.00    0.00    0.00    0.00     3  ssh
03:12:19 AM  1000    374381    0.00    0.00    0.00    0.00    0.00     1  sh

Average:      UID       PID    %usr %system  %guest   %wait    %CPU   CPU  Command
Average:        0      1495    0.00    0.00    0.00    0.00    0.00     -  systemd-journal
Average:      111    373249   14.05    5.45    0.00    0.00   19.50     -  netdata
Average:      111    373626    0.05    0.12    0.00    0.00    0.18     -  bash
Average:      111    373642    0.00    0.00    0.00    0.00    0.00     -  otel-plugin
Average:      111    373643    0.15    0.03    0.00    0.00    0.18     -  go.d.plugin
Average:     1000    373936    0.00    0.00    0.00    0.00    0.00     -  ssh
Average:     1000    374381    0.00    0.00    0.00    0.00    0.00     -  sh
