Linux 6.8.12+ (sendai) 	11/27/2025 	_x86_64_	(6 CPU)

11:53:34 PM   UID       PID    %usr %system  %guest   %wait    %CPU   CPU  Command
11:54:14 PM     0      9965    0.03    0.03    0.00    0.00    0.05     2  systemd-journal
11:54:14 PM   111   3882936    1.70    1.68    0.00    0.00    3.38     0  netdata
11:54:14 PM   111   3883306    0.07    0.07    0.00    0.00    0.15     4  bash
11:54:14 PM   111   3883329    0.00    0.00    0.00    0.00    0.00     4  otel-plugin
11:54:14 PM  1000   3883482    0.18    0.00    0.00    0.00    0.18     5  ssh
11:54:14 PM  1000   3883483    0.00    0.00    0.00    0.00    0.00     0  sh

Average:      UID       PID    %usr %system  %guest   %wait    %CPU   CPU  Command
Average:        0      9965    0.03    0.03    0.00    0.00    0.05     -  systemd-journal
Average:      111   3882936    1.70    1.68    0.00    0.00    3.38     -  netdata
Average:      111   3883306    0.07    0.07    0.00    0.00    0.15     -  bash
Average:      111   3883329    0.00    0.00    0.00    0.00    0.00     -  otel-plugin
Average:     1000   3883482    0.18    0.00    0.00    0.00    0.18     -  ssh
Average:     1000   3883483    0.00    0.00    0.00    0.00    0.00     -  sh
