Linux 6.8.12+ (sendai) 	11/13/2025 	_x86_64_	(6 CPU)

11:34:12 AM   UID       PID    %usr %system  %guest   %wait    %CPU   CPU  Command
11:34:52 AM     0       660    0.00    0.03    0.00    0.00    0.03     4  systemd-journal
11:34:52 AM   111    716746    4.30    1.50    0.00    0.85    5.80     0  netdata
11:34:52 AM   111    717123    0.07    0.12    0.00    0.05    0.20     0  bash
11:34:52 AM   111    717144    0.00    0.00    0.00    0.00    0.00     0  sd-jrnl.plugin
11:34:52 AM   111    717145    0.00    0.00    0.00    0.00    0.00     0  otel-plugin
11:34:52 AM   111    717147    0.00    0.00    0.00    0.00    0.00     0  ebpf.plugin
11:34:52 AM   111    717148    0.00    0.00    0.00    0.00    0.00     0  NETWORK-VIEWER
11:34:52 AM   111    717149    0.00    0.03    0.00    0.00    0.03     0  debugfs.plugin
11:34:52 AM   111    717156    0.07    0.07    0.00    0.00    0.15     0  go.d.plugin
11:34:52 AM   111    717158    0.00    0.00    0.00    0.00    0.00     0  nfacct.plugin
11:34:52 AM   111    717169    0.25    0.80    0.00    0.05    1.05     0  apps.plugin
11:34:52 AM  1000    717351    0.20    0.00    0.00    0.00    0.20     2  ssh
11:34:52 AM  1000    717352    0.00    0.00    0.00    0.00    0.00     4  sh

Average:      UID       PID    %usr %system  %guest   %wait    %CPU   CPU  Command
Average:        0       660    0.00    0.03    0.00    0.00    0.03     -  systemd-journal
Average:      111    716746    4.30    1.50    0.00    0.85    5.80     -  netdata
Average:      111    717123    0.07    0.12    0.00    0.05    0.20     -  bash
Average:      111    717144    0.00    0.00    0.00    0.00    0.00     -  sd-jrnl.plugin
Average:      111    717145    0.00    0.00    0.00    0.00    0.00     -  otel-plugin
Average:      111    717147    0.00    0.00    0.00    0.00    0.00     -  ebpf.plugin
Average:      111    717148    0.00    0.00    0.00    0.00    0.00     -  NETWORK-VIEWER
Average:      111    717149    0.00    0.03    0.00    0.00    0.03     -  debugfs.plugin
Average:      111    717156    0.07    0.07    0.00    0.00    0.15     -  go.d.plugin
Average:      111    717158    0.00    0.00    0.00    0.00    0.00     -  nfacct.plugin
Average:      111    717169    0.25    0.80    0.00    0.05    1.05     -  apps.plugin
Average:     1000    717351    0.20    0.00    0.00    0.00    0.20     -  ssh
Average:     1000    717352    0.00    0.00    0.00    0.00    0.00     -  sh
