Linux 6.8.12+ (sendai) 	12/07/2025 	_x86_64_	(6 CPU)

08:47:37 PM   UID       PID    %usr %system  %guest   %wait    %CPU   CPU  Command
08:48:17 PM     0      1495    0.00    0.00    0.00    0.00    0.00     5  systemd-journal
08:48:17 PM   111     94183    0.45    0.35    0.00    0.00    0.80     2  netdata
08:48:17 PM   111     94552    0.10    0.07    0.00    0.00    0.18     4  bash
08:48:17 PM   111     94576    0.00    0.00    0.00    0.00    0.00     1  otel-plugin
08:48:17 PM   111     94577    0.07    0.03    0.00    0.00    0.10     3  go.d.plugin
08:48:17 PM  1000     94837    0.00    0.00    0.00    0.00    0.00     2  ssh
08:48:17 PM  1000     95309    0.00    0.00    0.00    0.00    0.00     5  sh

Average:      UID       PID    %usr %system  %guest   %wait    %CPU   CPU  Command
Average:        0      1495    0.00    0.00    0.00    0.00    0.00     -  systemd-journal
Average:      111     94183    0.45    0.35    0.00    0.00    0.80     -  netdata
Average:      111     94552    0.10    0.07    0.00    0.00    0.18     -  bash
Average:      111     94576    0.00    0.00    0.00    0.00    0.00     -  otel-plugin
Average:      111     94577    0.07    0.03    0.00    0.00    0.10     -  go.d.plugin
Average:     1000     94837    0.00    0.00    0.00    0.00    0.00     -  ssh
Average:     1000     95309    0.00    0.00    0.00    0.00    0.00     -  sh
