Linux 6.8.12+ (sendai) 	12/07/2025 	_x86_64_	(6 CPU)

09:22:56 PM   UID       PID    %usr %system  %guest   %wait    %CPU   CPU  Command
09:23:36 PM     0      1495    0.03    0.00    0.00    0.00    0.03     2  systemd-journal
09:23:36 PM   111    140498    0.27    0.43    0.00    0.00    0.70     1  netdata
09:23:36 PM   111    140868    0.07    0.07    0.00    0.00    0.15     3  bash
09:23:36 PM   111    140890    0.00    0.00    0.00    0.00    0.00     3  otel-plugin
09:23:36 PM  1000    141115    0.18    0.00    0.00    0.00    0.18     3  ssh
09:23:36 PM  1000    141116    0.00    0.00    0.00    0.00    0.00     2  sh

Average:      UID       PID    %usr %system  %guest   %wait    %CPU   CPU  Command
Average:        0      1495    0.03    0.00    0.00    0.00    0.03     -  systemd-journal
Average:      111    140498    0.27    0.43    0.00    0.00    0.70     -  netdata
Average:      111    140868    0.07    0.07    0.00    0.00    0.15     -  bash
Average:      111    140890    0.00    0.00    0.00    0.00    0.00     -  otel-plugin
Average:     1000    141115    0.18    0.00    0.00    0.00    0.18     -  ssh
Average:     1000    141116    0.00    0.00    0.00    0.00    0.00     -  sh
