Linux 6.8.12+ (sendai) 	11/27/2025 	_x86_64_	(6 CPU)

08:52:26 PM   UID       PID    %usr %system  %guest   %wait    %CPU   CPU  Command
08:53:06 PM     0      9965    0.00    0.03    0.00    0.00    0.03     2  systemd-journal
08:53:06 PM   111   3729019   17.10    5.85    0.00    0.00   22.95     1  netdata
08:53:06 PM   111   3729388    0.15    0.00    0.00    0.00    0.15     0  bash
08:53:06 PM   111   3729410    0.00    0.00    0.00    0.00    0.00     4  otel-plugin
08:53:06 PM  1000   3729565    0.20    0.00    0.00    0.00    0.20     1  ssh
08:53:06 PM  1000   3729566    0.00    0.00    0.00    0.00    0.00     4  sh

Average:      UID       PID    %usr %system  %guest   %wait    %CPU   CPU  Command
Average:        0      9965    0.00    0.03    0.00    0.00    0.03     -  systemd-journal
Average:      111   3729019   17.10    5.85    0.00    0.00   22.95     -  netdata
Average:      111   3729388    0.15    0.00    0.00    0.00    0.15     -  bash
Average:      111   3729410    0.00    0.00    0.00    0.00    0.00     -  otel-plugin
Average:     1000   3729565    0.20    0.00    0.00    0.00    0.20     -  ssh
Average:     1000   3729566    0.00    0.00    0.00    0.00    0.00     -  sh
