Linux 6.8.12+ (sendai) 	11/27/2025 	_x86_64_	(6 CPU)

09:24:05 PM   UID       PID    %usr %system  %guest   %wait    %CPU   CPU  Command
09:24:45 PM     0      9965    0.03    0.03    0.00    0.00    0.05     2  systemd-journal
09:24:45 PM   111   3774493   14.92    5.90    0.00    0.00   20.82     3  netdata
09:24:45 PM   111   3774864    0.07    0.07    0.00    0.00    0.15     3  bash
09:24:45 PM   111   3774884    0.00    0.00    0.00    0.00    0.00     4  otel-plugin
09:24:45 PM   111   3774886    0.15    0.05    0.00    0.00    0.20     2  go.d.plugin
09:24:45 PM  1000   3775071    0.20    0.00    0.00    0.00    0.20     2  ssh
09:24:45 PM  1000   3775072    0.00    0.00    0.00    0.00    0.00     4  sh

Average:      UID       PID    %usr %system  %guest   %wait    %CPU   CPU  Command
Average:        0      9965    0.03    0.03    0.00    0.00    0.05     -  systemd-journal
Average:      111   3774493   14.92    5.90    0.00    0.00   20.82     -  netdata
Average:      111   3774864    0.07    0.07    0.00    0.00    0.15     -  bash
Average:      111   3774884    0.00    0.00    0.00    0.00    0.00     -  otel-plugin
Average:      111   3774886    0.15    0.05    0.00    0.00    0.20     -  go.d.plugin
Average:     1000   3775071    0.20    0.00    0.00    0.00    0.20     -  ssh
Average:     1000   3775072    0.00    0.00    0.00    0.00    0.00     -  sh
