2025/11/19-11:03:41.286656,1763550221.286313919,342
2025/11/19-11:03:42.287725,1763550222.287389687,335
2025/11/19-11:03:43.288193,1763550223.287863278,330
2025/11/19-11:03:44.288669,1763550224.288326994,342
2025/11/19-11:03:45.289108,1763550225.288799401,309
2025/11/19-11:03:46.289559,1763550226.289239768,319
2025/11/19-11:03:47.290049,1763550227.289683064,366
2025/11/19-11:03:48.290505,1763550228.290178326,327
2025/11/19-11:03:49.290960,1763550229.290633210,327
2025/11/19-11:03:50.291429,1763550230.291090088,339
2025/11/19-11:03:51.291884,1763550231.291548972,335
2025/11/19-11:03:52.292342,1763550232.292015680,326
2025/11/19-11:03:53.292809,1763550233.292473014,336
2025/11/19-11:03:54.293269,1763550234.292935137,334
2025/11/19-11:03:55.293731,1763550235.293392442,338
2025/11/19-11:03:56.294188,1763550236.293856423,332
2025/11/19-11:03:57.294649,1763550237.294314855,334
2025/11/19-11:03:58.295114,1763550238.294782487,331
2025/11/19-11:03:59.295566,1763550239.295234704,331
2025/11/19-11:04:00.296032,1763550240.295690084,342
2025/11/19-11:04:01.296493,1763550241.296161870,332
2025/11/19-11:04:02.299285,1763550242.296639562,2646
2025/11/19-11:04:03.299750,1763550243.299410771,339
2025/11/19-11:04:04.300235,1763550244.299897298,337
2025/11/19-11:04:05.300688,1763550245.300362390,325
2025/11/19-11:04:06.301148,1763550246.300816784,331
2025/11/19-11:04:07.301600,1763550247.301271117,329
2025/11/19-11:04:08.302053,1763550248.301726056,326
2025/11/19-11:04:09.302509,1763550249.302186976,322
2025/11/19-11:04:10.302975,1763550250.302642113,333
2025/11/19-11:04:11.303432,1763550251.303096304,336
2025/11/19-11:04:12.303885,1763550252.303559044,326
2025/11/19-11:04:13.304344,1763550253.304016026,328
2025/11/19-11:04:14.304808,1763550254.304478048,330
2025/11/19-11:04:15.305262,1763550255.304929754,332
2025/11/19-11:04:16.305711,1763550256.305395525,315
2025/11/19-11:04:17.306178,1763550257.305849964,328
2025/11/19-11:04:18.306627,1763550258.306308349,319
2025/11/19-11:04:19.307070,1763550259.306747157,322
2025/11/19-11:04:20.307512,1763550260.307193661,318
2025/11/19-11:04:21.307964,1763550261.307637231,327
2025/11/19-11:04:22.308411,1763550262.308087609,323
2025/11/19-11:04:23.308858,1763550263.308535991,322
2025/11/19-11:04:24.309306,1763550264.308986571,319
2025/11/19-11:04:25.309749,1763550265.309432491,316
2025/11/19-11:04:26.310457,1763550266.309873317,584
2025/11/19-11:04:27.310906,1763550267.310582617,324
2025/11/19-11:04:28.311359,1763550268.311037267,322
2025/11/19-11:04:29.311832,1763550269.311492399,340
2025/11/19-11:04:30.312298,1763550270.311971024,327
2025/11/19-11:04:31.312746,1763550271.312425965,320
2025/11/19-11:04:32.313194,1763550272.312870379,324
2025/11/19-11:04:33.313642,1763550273.313318108,324
2025/11/19-11:04:34.314094,1763550274.313769483,325
2025/11/19-11:04:35.314549,1763550275.314214921,334
2025/11/19-11:04:36.315006,1763550276.314678983,327
2025/11/19-11:04:37.315463,1763550277.315131876,331
2025/11/19-11:04:38.315943,1763550278.315592123,350
2025/11/19-11:04:39.316387,1763550279.316066261,321
2025/11/19-11:04:40.316861,1763550280.316511770,349
2025/11/19-11:04:41.317704,1763550281.317364144,339
2025/11/19-11:04:42.318509,1763550282.318180315,329
2025/11/19-11:04:43.320470,1763550283.318629489,1841
2025/11/19-11:04:44.321182,1763550284.320598141,584
2025/11/19-11:04:45.321649,1763550285.321313290,336
2025/11/19-11:04:46.322092,1763550286.321777371,314
2025/11/19-11:04:47.322536,1763550287.322208520,328
2025/11/19-11:04:48.323068,1763550288.322659414,409
2025/11/19-11:04:49.323507,1763550289.323192799,314
2025/11/19-11:04:50.324740,1763550290.323656610,1084
2025/11/19-11:04:51.325322,1763550291.324859224,462
2025/11/19-11:04:52.326349,1763550292.325452947,896
2025/11/19-11:04:53.326809,1763550293.326486197,323
2025/11/19-11:04:54.327820,1763550294.326938670,881
2025/11/19-11:04:55.328283,1763550295.327939941,343
2025/11/19-11:04:56.328731,1763550296.328404070,327
2025/11/19-11:04:57.329192,1763550297.328856877,335
2025/11/19-11:04:58.329634,1763550298.329320662,313
2025/11/19-11:04:59.330663,1763550299.329756709,906
2025/11/19-11:05:00.331111,1763550300.330795991,315
2025/11/19-11:05:01.331656,1763550301.331232421,424
2025/11/19-11:05:02.332107,1763550302.331782917,324
2025/11/19-11:05:03.332832,1763550303.332224717,607
2025/11/19-11:05:04.333334,1763550304.332962647,371
2025/11/19-11:05:05.334031,1763550305.333463059,568
2025/11/19-11:05:06.334488,1763550306.334158303,329
2025/11/19-11:05:07.335047,1763550307.334604980,442
2025/11/19-11:05:08.335489,1763550308.335171474,317
2025/11/19-11:05:09.336119,1763550309.335610248,509
2025/11/19-11:05:10.336585,1763550310.336243435,341
2025/11/19-11:05:11.337131,1763550311.336702517,428
2025/11/19-11:05:12.337582,1763550312.337258118,324
2025/11/19-11:05:13.338013,1763550313.337704491,309
2025/11/19-11:05:14.338463,1763550314.338136286,327
2025/11/19-11:05:15.338900,1763550315.338582159,318
2025/11/19-11:05:16.339349,1763550316.339022810,326
2025/11/19-11:05:17.339791,1763550317.339475226,316
2025/11/19-11:05:18.340243,1763550318.339914520,329
2025/11/19-11:05:19.340681,1763550319.340361464,319
2025/11/19-11:05:20.341281,1763550320.340805079,476
2025/11/19-11:05:21.341737,1763550321.341411025,326
2025/11/19-11:05:22.342191,1763550322.341860903,330
2025/11/19-11:05:23.342618,1763550323.342305659,312
