Linux 6.8.12+ (sendai) 	11/27/2025 	_x86_64_	(6 CPU)

11:35:05 PM   UID       PID    %usr %system  %guest   %wait    %CPU   CPU  Command
11:35:45 PM     0      9965    0.00    0.03    0.00    0.00    0.03     5  systemd-journal
11:35:45 PM   111   3857486    1.75    1.50    0.00    0.00    3.25     3  netdata
11:35:45 PM   111   3857869    0.07    0.10    0.00    0.00    0.18     0  bash
11:35:45 PM   111   3857885    0.00    0.00    0.00    0.00    0.00     0  otel-plugin
11:35:45 PM  1000   3858035    0.18    0.00    0.00    0.00    0.18     3  ssh
11:35:45 PM  1000   3858036    0.00    0.00    0.00    0.00    0.00     0  sh

Average:      UID       PID    %usr %system  %guest   %wait    %CPU   CPU  Command
Average:        0      9965    0.00    0.03    0.00    0.00    0.03     -  systemd-journal
Average:      111   3857486    1.75    1.50    0.00    0.00    3.25     -  netdata
Average:      111   3857869    0.07    0.10    0.00    0.00    0.18     -  bash
Average:      111   3857885    0.00    0.00    0.00    0.00    0.00     -  otel-plugin
Average:     1000   3858035    0.18    0.00    0.00    0.00    0.18     -  ssh
Average:     1000   3858036    0.00    0.00    0.00    0.00    0.00     -  sh
