Linux 6.8.12+ (sendai) 	11/27/2025 	_x86_64_	(6 CPU)

11:56:11 PM   UID       PID    %usr %system  %guest   %wait    %CPU   CPU  Command
11:56:51 PM     0      9965    0.00    0.00    0.00    0.00    0.00     4  systemd-journal
11:56:51 PM   111   3886653    1.68    1.70    0.00    0.00    3.38     1  netdata
11:56:51 PM   111   3887025    0.07    0.07    0.00    0.00    0.15     2  bash
11:56:51 PM   111   3887047    0.00    0.00    0.00    0.00    0.00     0  otel-plugin
11:56:51 PM  1000   3887191    0.18    0.00    0.00    0.00    0.18     5  ssh
11:56:51 PM  1000   3887192    0.00    0.00    0.00    0.00    0.00     2  sh

Average:      UID       PID    %usr %system  %guest   %wait    %CPU   CPU  Command
Average:        0      9965    0.00    0.00    0.00    0.00    0.00     -  systemd-journal
Average:      111   3886653    1.68    1.70    0.00    0.00    3.38     -  netdata
Average:      111   3887025    0.07    0.07    0.00    0.00    0.15     -  bash
Average:      111   3887047    0.00    0.00    0.00    0.00    0.00     -  otel-plugin
Average:     1000   3887191    0.18    0.00    0.00    0.00    0.18     -  ssh
Average:     1000   3887192    0.00    0.00    0.00    0.00    0.00     -  sh
