Linux 6.8.12+ (sendai) 	12/08/2025 	_x86_64_	(6 CPU)

02:22:35 AM   UID       PID    %usr %system  %guest   %wait    %CPU   CPU  Command
02:23:15 AM     0      1495    0.03    0.00    0.00    0.00    0.03     2  systemd-journal
02:23:15 AM   111    324070   11.25    5.10    0.00    0.00   16.35     0  netdata
02:23:15 AM   111    324438    0.12    0.07    0.00    0.00    0.20     0  bash
02:23:15 AM   111    324462    0.12    0.00    0.00    0.00    0.12     4  go.d.plugin
02:23:15 AM   111    324465    0.00    0.00    0.00    0.00    0.00     0  otel-plugin
02:23:15 AM  1000    324724    0.00    0.00    0.00    0.00    0.00     2  ssh
02:23:15 AM  1000    325172    0.00    0.00    0.00    0.00    0.00     1  sh

Average:      UID       PID    %usr %system  %guest   %wait    %CPU   CPU  Command
Average:        0      1495    0.03    0.00    0.00    0.00    0.03     -  systemd-journal
Average:      111    324070   11.25    5.10    0.00    0.00   16.35     -  netdata
Average:      111    324438    0.12    0.07    0.00    0.00    0.20     -  bash
Average:      111    324462    0.12    0.00    0.00    0.00    0.12     -  go.d.plugin
Average:      111    324465    0.00    0.00    0.00    0.00    0.00     -  otel-plugin
Average:     1000    324724    0.00    0.00    0.00    0.00    0.00     -  ssh
Average:     1000    325172    0.00    0.00    0.00    0.00    0.00     -  sh
