Linux 6.8.12+ (sendai) 	12/08/2025 	_x86_64_	(6 CPU)

02:21:55 AM   UID       PID    %usr %system  %guest   %wait    %CPU   CPU  Command
02:22:35 AM  1000    324723    3.90    0.00    0.00    0.10    3.90     5  memcached_stats
02:22:35 AM  1000    324725    0.00    0.00    0.00    0.00    0.00     1  sh

Average:      UID       PID    %usr %system  %guest   %wait    %CPU   CPU  Command
Average:     1000    324723    3.90    0.00    0.00    0.10    3.90     -  memcached_stats
Average:     1000    324725    0.00    0.00    0.00    0.00    0.00     -  sh
