Linux 6.8.12+ (sendai) 	12/08/2025 	_x86_64_	(6 CPU)

03:17:27 AM   UID       PID    %usr %system  %guest   %wait    %CPU   CPU  Command
03:18:07 AM     0      1495    0.03    0.03    0.00    0.00    0.05     3  systemd-journal
03:18:07 AM   111    380794   15.68    4.42    0.00    0.00   20.10     4  netdata
03:18:07 AM   111    381163    0.07    0.10    0.00    0.00    0.18     3  bash
03:18:07 AM   111    381187    0.00    0.00    0.00    0.00    0.00     3  otel-plugin
03:18:07 AM  1000    381405    0.20    0.00    0.00    0.00    0.20     0  ssh
03:18:07 AM  1000    381406    0.00    0.00    0.00    0.00    0.00     5  sh

Average:      UID       PID    %usr %system  %guest   %wait    %CPU   CPU  Command
Average:        0      1495    0.03    0.03    0.00    0.00    0.05     -  systemd-journal
Average:      111    380794   15.68    4.42    0.00    0.00   20.10     -  netdata
Average:      111    381163    0.07    0.10    0.00    0.00    0.18     -  bash
Average:      111    381187    0.00    0.00    0.00    0.00    0.00     -  otel-plugin
Average:     1000    381405    0.20    0.00    0.00    0.00    0.20     -  ssh
Average:     1000    381406    0.00    0.00    0.00    0.00    0.00     -  sh
