Linux 6.8.12+ (sendai) 	12/08/2025 	_x86_64_	(6 CPU)

02:20:57 AM   UID       PID    %usr %system  %guest   %wait    %CPU   CPU  Command
02:21:37 AM     0      1495    0.00    0.00    0.00    0.00    0.00     0  systemd-journal
02:21:37 AM   111    322493    0.38    0.43    0.00    0.00    0.80     3  netdata
02:21:37 AM   111    322870    0.05    0.12    0.00    0.00    0.18     4  bash
02:21:37 AM   111    322886    0.00    0.00    0.00    0.00    0.00     3  otel-plugin
02:21:37 AM   111    322888    0.07    0.03    0.00    0.00    0.10     0  go.d.plugin
02:21:37 AM  1000    323143    0.00    0.00    0.00    0.00    0.00     0  ssh
02:21:37 AM  1000    323595    0.00    0.00    0.00    0.00    0.00     0  sh

Average:      UID       PID    %usr %system  %guest   %wait    %CPU   CPU  Command
Average:        0      1495    0.00    0.00    0.00    0.00    0.00     -  systemd-journal
Average:      111    322493    0.38    0.43    0.00    0.00    0.80     -  netdata
Average:      111    322870    0.05    0.12    0.00    0.00    0.18     -  bash
Average:      111    322886    0.00    0.00    0.00    0.00    0.00     -  otel-plugin
Average:      111    322888    0.07    0.03    0.00    0.00    0.10     -  go.d.plugin
Average:     1000    323143    0.00    0.00    0.00    0.00    0.00     -  ssh
Average:     1000    323595    0.00    0.00    0.00    0.00    0.00     -  sh
