Linux 6.8.12+ (sendai) 	11/27/2025 	_x86_64_	(6 CPU)

09:31:59 PM   UID       PID    %usr %system  %guest   %wait    %CPU   CPU  Command
09:32:39 PM     0      9965    0.03    0.00    0.00    0.00    0.03     5  systemd-journal
09:32:39 PM   111   3786414   16.12    6.38    0.00    0.00   22.50     0  netdata
09:32:39 PM   111   3786794    0.07    0.07    0.00    0.00    0.15     0  bash
09:32:39 PM   111   3786808    0.00    0.00    0.00    0.00    0.00     4  otel-plugin
09:32:39 PM   111   3786812    0.15    0.07    0.00    0.00    0.22     3  go.d.plugin
09:32:39 PM  1000   3786993    0.20    0.00    0.00    0.00    0.20     5  ssh
09:32:39 PM  1000   3786994    0.00    0.00    0.00    0.00    0.00     5  sh

Average:      UID       PID    %usr %system  %guest   %wait    %CPU   CPU  Command
Average:        0      9965    0.03    0.00    0.00    0.00    0.03     -  systemd-journal
Average:      111   3786414   16.12    6.38    0.00    0.00   22.50     -  netdata
Average:      111   3786794    0.07    0.07    0.00    0.00    0.15     -  bash
Average:      111   3786808    0.00    0.00    0.00    0.00    0.00     -  otel-plugin
Average:      111   3786812    0.15    0.07    0.00    0.00    0.22     -  go.d.plugin
Average:     1000   3786993    0.20    0.00    0.00    0.00    0.20     -  ssh
Average:     1000   3786994    0.00    0.00    0.00    0.00    0.00     -  sh
