Linux 6.8.12+ (sendai) 	11/13/2025 	_x86_64_	(6 CPU)

11:35:56 AM   UID       PID    %usr %system  %guest   %wait    %CPU   CPU  Command
11:36:36 AM     0       660    0.00    0.00    0.00    0.00    0.00     2  systemd-journal
11:36:36 AM   111    719070    4.60    1.77    0.00    0.85    6.38     0  netdata
11:36:36 AM   111    719447    0.07    0.07    0.00    0.05    0.15     0  bash
11:36:36 AM   111    719466    0.10    0.03    0.00    0.00    0.12     0  go.d.plugin
11:36:36 AM   111    719468    0.00    0.00    0.00    0.00    0.00     0  nfacct.plugin
11:36:36 AM   111    719469    0.00    0.00    0.00    0.00    0.00     0  NETWORK-VIEWER
11:36:36 AM   111    719472    0.05    0.00    0.00    0.00    0.05     0  debugfs.plugin
11:36:36 AM   111    719474    0.00    0.00    0.00    0.00    0.00     0  ebpf.plugin
11:36:36 AM   111    719476    0.00    0.00    0.00    0.00    0.00     0  sd-jrnl.plugin
11:36:36 AM   111    719479    0.20    0.83    0.00    0.07    1.03     0  apps.plugin
11:36:36 AM   111    719480    0.00    0.00    0.00    0.00    0.00     0  otel-plugin
11:36:36 AM  1000    719675    0.20    0.00    0.00    0.00    0.20     1  ssh
11:36:36 AM  1000    719676    0.00    0.00    0.00    0.00    0.00     3  sh

Average:      UID       PID    %usr %system  %guest   %wait    %CPU   CPU  Command
Average:        0       660    0.00    0.00    0.00    0.00    0.00     -  systemd-journal
Average:      111    719070    4.60    1.77    0.00    0.85    6.38     -  netdata
Average:      111    719447    0.07    0.07    0.00    0.05    0.15     -  bash
Average:      111    719466    0.10    0.03    0.00    0.00    0.12     -  go.d.plugin
Average:      111    719468    0.00    0.00    0.00    0.00    0.00     -  nfacct.plugin
Average:      111    719469    0.00    0.00    0.00    0.00    0.00     -  NETWORK-VIEWER
Average:      111    719472    0.05    0.00    0.00    0.00    0.05     -  debugfs.plugin
Average:      111    719474    0.00    0.00    0.00    0.00    0.00     -  ebpf.plugin
Average:      111    719476    0.00    0.00    0.00    0.00    0.00     -  sd-jrnl.plugin
Average:      111    719479    0.20    0.83    0.00    0.07    1.03     -  apps.plugin
Average:      111    719480    0.00    0.00    0.00    0.00    0.00     -  otel-plugin
Average:     1000    719675    0.20    0.00    0.00    0.00    0.20     -  ssh
Average:     1000    719676    0.00    0.00    0.00    0.00    0.00     -  sh
