Linux 6.8.12+ (sendai) 	11/28/2025 	_x86_64_	(6 CPU)

03:38:05 PM   UID       PID    %usr %system  %guest   %wait    %CPU   CPU  Command
03:38:45 PM     0      9965    0.03    0.03    0.00    0.00    0.05     3  systemd-journal
03:38:45 PM   111    252539    1.45    1.23    0.00    0.00    2.67     3  netdata
03:38:45 PM   111    252908    0.07    0.12    0.00    0.00    0.20     4  bash
03:38:45 PM   111    252932    0.00    0.00    0.00    0.00    0.00     0  otel-plugin
03:38:45 PM  1000    253077    0.18    0.00    0.00    0.00    0.18     5  ssh
03:38:45 PM  1000    253078    0.00    0.00    0.00    0.00    0.00     5  sh

Average:      UID       PID    %usr %system  %guest   %wait    %CPU   CPU  Command
Average:        0      9965    0.03    0.03    0.00    0.00    0.05     -  systemd-journal
Average:      111    252539    1.45    1.23    0.00    0.00    2.67     -  netdata
Average:      111    252908    0.07    0.12    0.00    0.00    0.20     -  bash
Average:      111    252932    0.00    0.00    0.00    0.00    0.00     -  otel-plugin
Average:     1000    253077    0.18    0.00    0.00    0.00    0.18     -  ssh
Average:     1000    253078    0.00    0.00    0.00    0.00    0.00     -  sh
