Linux 6.8.12+ (sendai) 	11/28/2025 	_x86_64_	(6 CPU)

04:51:42 PM   UID       PID    %usr %system  %guest   %wait    %CPU   CPU  Command
04:52:22 PM     0      9965    0.03    0.00    0.00    0.00    0.03     0  systemd-journal
04:52:22 PM   111    321162   13.65    6.17    0.00    0.00   19.82     3  netdata
04:52:22 PM   111    321534    0.10    0.07    0.00    0.00    0.18     2  bash
04:52:22 PM   111    321553    0.00    0.00    0.00    0.00    0.00     2  otel-plugin
04:52:22 PM   111    321555    0.12    0.07    0.00    0.00    0.20     1  go.d.plugin
04:52:22 PM  1000    321741    0.20    0.00    0.00    0.00    0.20     0  ssh
04:52:22 PM  1000    321742    0.00    0.00    0.00    0.00    0.00     4  sh

Average:      UID       PID    %usr %system  %guest   %wait    %CPU   CPU  Command
Average:        0      9965    0.03    0.00    0.00    0.00    0.03     -  systemd-journal
Average:      111    321162   13.65    6.17    0.00    0.00   19.82     -  netdata
Average:      111    321534    0.10    0.07    0.00    0.00    0.18     -  bash
Average:      111    321553    0.00    0.00    0.00    0.00    0.00     -  otel-plugin
Average:      111    321555    0.12    0.07    0.00    0.00    0.20     -  go.d.plugin
Average:     1000    321741    0.20    0.00    0.00    0.00    0.20     -  ssh
Average:     1000    321742    0.00    0.00    0.00    0.00    0.00     -  sh
