Linux 6.8.12+ (sendai) 	11/28/2025 	_x86_64_	(6 CPU)

04:50:49 PM   UID       PID    %usr %system  %guest   %wait    %CPU   CPU  Command
04:51:29 PM     0      9965    0.03    0.00    0.00    0.00    0.03     0  systemd-journal
04:51:29 PM   111    319868    2.48    1.55    0.00    0.00    4.03     4  netdata
04:51:29 PM   111    320246    0.03    0.12    0.00    0.00    0.15     2  bash
04:51:29 PM   111    320264    0.20    0.03    0.00    0.00    0.22     1  go.d.plugin
04:51:29 PM   111    320265    0.00    0.00    0.00    0.00    0.00     4  otel-plugin
04:51:29 PM  1000    320447    0.20    0.00    0.00    0.00    0.20     1  ssh
04:51:29 PM  1000    320448    0.00    0.00    0.00    0.00    0.00     5  sh

Average:      UID       PID    %usr %system  %guest   %wait    %CPU   CPU  Command
Average:        0      9965    0.03    0.00    0.00    0.00    0.03     -  systemd-journal
Average:      111    319868    2.48    1.55    0.00    0.00    4.03     -  netdata
Average:      111    320246    0.03    0.12    0.00    0.00    0.15     -  bash
Average:      111    320264    0.20    0.03    0.00    0.00    0.22     -  go.d.plugin
Average:      111    320265    0.00    0.00    0.00    0.00    0.00     -  otel-plugin
Average:     1000    320447    0.20    0.00    0.00    0.00    0.20     -  ssh
Average:     1000    320448    0.00    0.00    0.00    0.00    0.00     -  sh
