Linux 6.8.12+ (sendai) 	11/28/2025 	_x86_64_	(6 CPU)

03:37:13 PM   UID       PID    %usr %system  %guest   %wait    %CPU   CPU  Command
03:37:53 PM     0      9965    0.00    0.00    0.00    0.00    0.00     2  systemd-journal
03:37:53 PM   111    251304    1.35    1.25    0.00    0.00    2.60     2  netdata
03:37:53 PM   111    251676    0.10    0.05    0.00    0.00    0.15     3  bash
03:37:53 PM   111    251700    0.00    0.00    0.00    0.00    0.00     1  otel-plugin
03:37:53 PM  1000    251850    0.20    0.00    0.00    0.00    0.20     4  ssh
03:37:53 PM  1000    251851    0.00    0.00    0.00    0.00    0.00     0  sh

Average:      UID       PID    %usr %system  %guest   %wait    %CPU   CPU  Command
Average:        0      9965    0.00    0.00    0.00    0.00    0.00     -  systemd-journal
Average:      111    251304    1.35    1.25    0.00    0.00    2.60     -  netdata
Average:      111    251676    0.10    0.05    0.00    0.00    0.15     -  bash
Average:      111    251700    0.00    0.00    0.00    0.00    0.00     -  otel-plugin
Average:     1000    251850    0.20    0.00    0.00    0.00    0.20     -  ssh
Average:     1000    251851    0.00    0.00    0.00    0.00    0.00     -  sh
