Linux 6.8.12+ (sendai) 	11/28/2025 	_x86_64_	(6 CPU)

04:49:56 PM   UID       PID    %usr %system  %guest   %wait    %CPU   CPU  Command
04:50:36 PM     0      9965    0.03    0.00    0.00    0.00    0.03     3  systemd-journal
04:50:36 PM   111    318576    3.52    1.70    0.00    0.00    5.22     1  netdata
04:50:36 PM   111    318953    0.05    0.10    0.00    0.00    0.15     3  bash
04:50:36 PM   111    318968    0.00    0.00    0.00    0.00    0.00     0  otel-plugin
04:50:36 PM   111    318970    0.10    0.10    0.00    0.00    0.20     2  go.d.plugin
04:50:36 PM  1000    319155    0.20    0.00    0.00    0.00    0.20     2  ssh
04:50:36 PM  1000    319156    0.00    0.00    0.00    0.00    0.00     3  sh

Average:      UID       PID    %usr %system  %guest   %wait    %CPU   CPU  Command
Average:        0      9965    0.03    0.00    0.00    0.00    0.03     -  systemd-journal
Average:      111    318576    3.52    1.70    0.00    0.00    5.22     -  netdata
Average:      111    318953    0.05    0.10    0.00    0.00    0.15     -  bash
Average:      111    318968    0.00    0.00    0.00    0.00    0.00     -  otel-plugin
Average:      111    318970    0.10    0.10    0.00    0.00    0.20     -  go.d.plugin
Average:     1000    319155    0.20    0.00    0.00    0.00    0.20     -  ssh
Average:     1000    319156    0.00    0.00    0.00    0.00    0.00     -  sh
