Linux 6.8.12+ (sendai) 	11/28/2025 	_x86_64_	(6 CPU)

05:02:16 PM   UID       PID    %usr %system  %guest   %wait    %CPU   CPU  Command
05:02:56 PM     0      9965    0.00    0.00    0.00    0.00    0.00     1  systemd-journal
05:02:56 PM   111    337032   14.57    6.17    0.00    0.00   20.75     0  netdata
05:02:56 PM   111    337402    0.10    0.07    0.00    0.00    0.18     2  bash
05:02:56 PM   111    337423    0.18    0.05    0.00    0.00    0.22     2  go.d.plugin
05:02:56 PM   111    337425    0.00    0.00    0.00    0.00    0.00     1  otel-plugin
05:02:56 PM  1000    337611    0.18    0.00    0.00    0.00    0.18     4  ssh
05:02:56 PM  1000    337612    0.00    0.00    0.00    0.00    0.00     0  sh

Average:      UID       PID    %usr %system  %guest   %wait    %CPU   CPU  Command
Average:        0      9965    0.00    0.00    0.00    0.00    0.00     -  systemd-journal
Average:      111    337032   14.57    6.17    0.00    0.00   20.75     -  netdata
Average:      111    337402    0.10    0.07    0.00    0.00    0.18     -  bash
Average:      111    337423    0.18    0.05    0.00    0.00    0.22     -  go.d.plugin
Average:      111    337425    0.00    0.00    0.00    0.00    0.00     -  otel-plugin
Average:     1000    337611    0.18    0.00    0.00    0.00    0.18     -  ssh
Average:     1000    337612    0.00    0.00    0.00    0.00    0.00     -  sh
