Linux 6.8.12+ (sendai) 	11/28/2025 	_x86_64_	(6 CPU)

04:02:05 PM   UID       PID    %usr %system  %guest   %wait    %CPU   CPU  Command
04:02:45 PM     0      9965    0.03    0.00    0.00    0.00    0.03     3  systemd-journal
04:02:45 PM   111    275448   16.48    5.88    0.00    0.00   22.35     1  netdata
04:02:45 PM   111    275818    0.05    0.10    0.00    0.00    0.15     2  bash
04:02:45 PM   111    275841    0.00    0.00    0.00    0.00    0.00     2  otel-plugin
04:02:45 PM  1000    275994    0.20    0.00    0.00    0.00    0.20     4  ssh
04:02:45 PM  1000    275995    0.00    0.00    0.00    0.00    0.00     2  sh

Average:      UID       PID    %usr %system  %guest   %wait    %CPU   CPU  Command
Average:        0      9965    0.03    0.00    0.00    0.00    0.03     -  systemd-journal
Average:      111    275448   16.48    5.88    0.00    0.00   22.35     -  netdata
Average:      111    275818    0.05    0.10    0.00    0.00    0.15     -  bash
Average:      111    275841    0.00    0.00    0.00    0.00    0.00     -  otel-plugin
Average:     1000    275994    0.20    0.00    0.00    0.00    0.20     -  ssh
Average:     1000    275995    0.00    0.00    0.00    0.00    0.00     -  sh
