Linux 6.8.12+ (sendai) 	11/28/2025 	_x86_64_	(6 CPU)

05:01:23 PM   UID       PID    %usr %system  %guest   %wait    %CPU   CPU  Command
05:02:03 PM     0      9965    0.00    0.03    0.00    0.00    0.03     5  systemd-journal
05:02:03 PM   111    335696    1.88    1.75    0.00    0.00    3.62     1  netdata
05:02:03 PM   111    336070    0.05    0.10    0.00    0.00    0.15     4  bash
05:02:03 PM   111    336093    0.18    0.07    0.00    0.00    0.25     3  go.d.plugin
05:02:03 PM   111    336095    0.00    0.00    0.00    0.00    0.00     0  otel-plugin
05:02:03 PM  1000    336275    0.20    0.00    0.00    0.00    0.20     4  ssh
05:02:03 PM  1000    336276    0.00    0.00    0.00    0.00    0.00     3  sh

Average:      UID       PID    %usr %system  %guest   %wait    %CPU   CPU  Command
Average:        0      9965    0.00    0.03    0.00    0.00    0.03     -  systemd-journal
Average:      111    335696    1.88    1.75    0.00    0.00    3.62     -  netdata
Average:      111    336070    0.05    0.10    0.00    0.00    0.15     -  bash
Average:      111    336093    0.18    0.07    0.00    0.00    0.25     -  go.d.plugin
Average:      111    336095    0.00    0.00    0.00    0.00    0.00     -  otel-plugin
Average:     1000    336275    0.20    0.00    0.00    0.00    0.20     -  ssh
Average:     1000    336276    0.00    0.00    0.00    0.00    0.00     -  sh
