Linux 6.8.12+ (sendai) 	12/07/2025 	_x86_64_	(6 CPU)

09:18:07 PM   UID       PID    %usr %system  %guest   %wait    %CPU   CPU  Command
09:18:47 PM     0      1495    0.03    0.03    0.00    0.00    0.05     1  systemd-journal
09:18:47 PM   111    134073   15.68    4.85    0.00    0.00   20.52     0  netdata
09:18:47 PM   111    134443    0.10    0.07    0.00    0.00    0.18     0  bash
09:18:47 PM   111    134466    0.00    0.00    0.00    0.00    0.00     0  otel-plugin
09:18:47 PM  1000    134690    0.20    0.00    0.00    0.00    0.20     2  ssh
09:18:47 PM  1000    134691    0.00    0.00    0.00    0.00    0.00     0  sh

Average:      UID       PID    %usr %system  %guest   %wait    %CPU   CPU  Command
Average:        0      1495    0.03    0.03    0.00    0.00    0.05     -  systemd-journal
Average:      111    134073   15.68    4.85    0.00    0.00   20.52     -  netdata
Average:      111    134443    0.10    0.07    0.00    0.00    0.18     -  bash
Average:      111    134466    0.00    0.00    0.00    0.00    0.00     -  otel-plugin
Average:     1000    134690    0.20    0.00    0.00    0.00    0.20     -  ssh
Average:     1000    134691    0.00    0.00    0.00    0.00    0.00     -  sh
