Linux 6.8.12+ (sendai) 	12/07/2025 	_x86_64_	(6 CPU)

05:09:49 PM   UID       PID    %usr %system  %guest   %wait    %CPU   CPU  Command
05:10:29 PM     0     12006    0.00    0.03    0.00    0.00    0.03     3  systemd-journal
05:10:29 PM   111   1878588    0.47    0.30    0.00    0.00    0.78     2  netdata
05:10:29 PM   111   1878965    0.10    0.05    0.00    0.00    0.15     2  bash
05:10:29 PM   111   1878983    0.18    0.00    0.00    0.00    0.18     1  go.d.plugin
05:10:29 PM   111   1878985    0.00    0.00    0.00    0.00    0.00     1  otel-plugin
05:10:29 PM  1000   1879280    0.00    0.00    0.00    0.00    0.00     0  ssh
05:10:29 PM  1000   1879752    0.00    0.00    0.00    0.00    0.00     3  sh

Average:      UID       PID    %usr %system  %guest   %wait    %CPU   CPU  Command
Average:        0     12006    0.00    0.03    0.00    0.00    0.03     -  systemd-journal
Average:      111   1878588    0.47    0.30    0.00    0.00    0.78     -  netdata
Average:      111   1878965    0.10    0.05    0.00    0.00    0.15     -  bash
Average:      111   1878983    0.18    0.00    0.00    0.00    0.18     -  go.d.plugin
Average:      111   1878985    0.00    0.00    0.00    0.00    0.00     -  otel-plugin
Average:     1000   1879280    0.00    0.00    0.00    0.00    0.00     -  ssh
Average:     1000   1879752    0.00    0.00    0.00    0.00    0.00     -  sh
