Linux 6.8.12+ (sendai) 	12/07/2025 	_x86_64_	(6 CPU)

05:09:09 PM   UID       PID    %usr %system  %guest   %wait    %CPU   CPU  Command
05:09:49 PM  1000   1879279    0.03    0.00    0.00    0.00    0.03     5  memcached_stats
05:09:49 PM  1000   1879281    0.00    0.00    0.00    0.00    0.00     5  sh

Average:      UID       PID    %usr %system  %guest   %wait    %CPU   CPU  Command
Average:     1000   1879279    0.03    0.00    0.00    0.00    0.03     -  memcached_stats
Average:     1000   1879281    0.00    0.00    0.00    0.00    0.00     -  sh
