Linux 6.8.12+ (sendai) 	11/28/2025 	_x86_64_	(6 CPU)

04:56:07 PM   UID       PID    %usr %system  %guest   %wait    %CPU   CPU  Command
04:56:47 PM     0      9965    0.03    0.00    0.00    0.00    0.03     5  systemd-journal
04:56:47 PM   111    327723    2.83    1.77    0.00    0.00    4.60     0  netdata
04:56:47 PM   111    328100    0.07    0.07    0.00    0.00    0.15     2  bash
04:56:47 PM   111    328116    0.15    0.10    0.00    0.00    0.25     0  go.d.plugin
04:56:47 PM   111    328118    0.00    0.00    0.00    0.00    0.00     3  otel-plugin
04:56:47 PM  1000    328301    0.20    0.00    0.00    0.00    0.20     4  ssh
04:56:47 PM  1000    328302    0.00    0.00    0.00    0.00    0.00     2  sh

Average:      UID       PID    %usr %system  %guest   %wait    %CPU   CPU  Command
Average:        0      9965    0.03    0.00    0.00    0.00    0.03     -  systemd-journal
Average:      111    327723    2.83    1.77    0.00    0.00    4.60     -  netdata
Average:      111    328100    0.07    0.07    0.00    0.00    0.15     -  bash
Average:      111    328116    0.15    0.10    0.00    0.00    0.25     -  go.d.plugin
Average:      111    328118    0.00    0.00    0.00    0.00    0.00     -  otel-plugin
Average:     1000    328301    0.20    0.00    0.00    0.00    0.20     -  ssh
Average:     1000    328302    0.00    0.00    0.00    0.00    0.00     -  sh
