Linux 6.8.12+ (sendai) 	11/28/2025 	_x86_64_	(6 CPU)

04:56:59 PM   UID       PID    %usr %system  %guest   %wait    %CPU   CPU  Command
04:57:39 PM     0      9965    0.00    0.00    0.00    0.00    0.00     3  systemd-journal
04:57:39 PM   111    329040   14.67    6.48    0.00    0.00   21.15     2  netdata
04:57:39 PM   111    329409    0.05    0.10    0.00    0.00    0.15     3  bash
04:57:39 PM   111    329433    0.15    0.05    0.00    0.00    0.20     2  go.d.plugin
04:57:39 PM   111    329436    0.00    0.00    0.00    0.00    0.00     3  otel-plugin
04:57:39 PM  1000    329619    0.18    0.03    0.00    0.00    0.20     5  ssh
04:57:39 PM  1000    329620    0.00    0.00    0.00    0.00    0.00     3  sh

Average:      UID       PID    %usr %system  %guest   %wait    %CPU   CPU  Command
Average:        0      9965    0.00    0.00    0.00    0.00    0.00     -  systemd-journal
Average:      111    329040   14.67    6.48    0.00    0.00   21.15     -  netdata
Average:      111    329409    0.05    0.10    0.00    0.00    0.15     -  bash
Average:      111    329433    0.15    0.05    0.00    0.00    0.20     -  go.d.plugin
Average:      111    329436    0.00    0.00    0.00    0.00    0.00     -  otel-plugin
Average:     1000    329619    0.18    0.03    0.00    0.00    0.20     -  ssh
Average:     1000    329620    0.00    0.00    0.00    0.00    0.00     -  sh
