Linux 6.8.12+ (sendai) 	11/28/2025 	_x86_64_	(6 CPU)

04:55:14 PM   UID       PID    %usr %system  %guest   %wait    %CPU   CPU  Command
04:55:54 PM     0      9965    0.03    0.03    0.00    0.00    0.05     1  systemd-journal
04:55:54 PM   111    326399    1.45    1.80    0.00    0.00    3.25     3  netdata
04:55:54 PM   111    326774    0.12    0.05    0.00    0.00    0.18     4  bash
04:55:54 PM   111    326794    0.00    0.00    0.00    0.00    0.00     2  otel-plugin
04:55:54 PM   111    326795    0.10    0.10    0.00    0.00    0.20     1  go.d.plugin
04:55:54 PM  1000    326986    0.20    0.00    0.00    0.00    0.20     5  ssh
04:55:54 PM  1000    326987    0.00    0.00    0.00    0.00    0.00     4  sh

Average:      UID       PID    %usr %system  %guest   %wait    %CPU   CPU  Command
Average:        0      9965    0.03    0.03    0.00    0.00    0.05     -  systemd-journal
Average:      111    326399    1.45    1.80    0.00    0.00    3.25     -  netdata
Average:      111    326774    0.12    0.05    0.00    0.00    0.18     -  bash
Average:      111    326794    0.00    0.00    0.00    0.00    0.00     -  otel-plugin
Average:      111    326795    0.10    0.10    0.00    0.00    0.20     -  go.d.plugin
Average:     1000    326986    0.20    0.00    0.00    0.00    0.20     -  ssh
Average:     1000    326987    0.00    0.00    0.00    0.00    0.00     -  sh
