Linux 6.8.12+ (sendai) 	11/28/2025 	_x86_64_	(6 CPU)

03:42:29 PM   UID       PID    %usr %system  %guest   %wait    %CPU   CPU  Command
03:43:09 PM     0      9965    0.03    0.03    0.00    0.00    0.05     1  systemd-journal
03:43:09 PM   111    258753    1.32    1.35    0.00    0.00    2.67     4  netdata
03:43:09 PM   111    259122    0.07    0.07    0.00    0.00    0.15     2  bash
03:43:09 PM   111    259147    0.00    0.00    0.00    0.00    0.00     2  otel-plugin
03:43:09 PM  1000    259292    0.20    0.00    0.00    0.00    0.20     5  ssh
03:43:09 PM  1000    259293    0.00    0.00    0.00    0.00    0.00     2  sh

Average:      UID       PID    %usr %system  %guest   %wait    %CPU   CPU  Command
Average:        0      9965    0.03    0.03    0.00    0.00    0.05     -  systemd-journal
Average:      111    258753    1.32    1.35    0.00    0.00    2.67     -  netdata
Average:      111    259122    0.07    0.07    0.00    0.00    0.15     -  bash
Average:      111    259147    0.00    0.00    0.00    0.00    0.00     -  otel-plugin
Average:     1000    259292    0.20    0.00    0.00    0.00    0.20     -  ssh
Average:     1000    259293    0.00    0.00    0.00    0.00    0.00     -  sh
