Linux 6.8.12+ (sendai) 	11/28/2025 	_x86_64_	(6 CPU)

03:44:15 PM   UID       PID    %usr %system  %guest   %wait    %CPU   CPU  Command
03:44:55 PM     0      9965    0.03    0.00    0.00    0.00    0.03     0  systemd-journal
03:44:55 PM   111    261248   16.62    5.85    0.00    0.00   22.48     4  netdata
03:44:55 PM   111    261616    0.07    0.10    0.00    0.00    0.18     2  bash
03:44:55 PM   111    261641    0.00    0.00    0.00    0.00    0.00     1  otel-plugin
03:44:55 PM  1000    261794    0.20    0.00    0.00    0.00    0.20     0  ssh
03:44:55 PM  1000    261795    0.00    0.00    0.00    0.00    0.00     4  sh

Average:      UID       PID    %usr %system  %guest   %wait    %CPU   CPU  Command
Average:        0      9965    0.03    0.00    0.00    0.00    0.03     -  systemd-journal
Average:      111    261248   16.62    5.85    0.00    0.00   22.48     -  netdata
Average:      111    261616    0.07    0.10    0.00    0.00    0.18     -  bash
Average:      111    261641    0.00    0.00    0.00    0.00    0.00     -  otel-plugin
Average:     1000    261794    0.20    0.00    0.00    0.00    0.20     -  ssh
Average:     1000    261795    0.00    0.00    0.00    0.00    0.00     -  sh
