Linux 6.8.12+ (sendai) 	11/28/2025 	_x86_64_	(6 CPU)

03:31:04 PM   UID       PID    %usr %system  %guest   %wait    %CPU   CPU  Command
03:31:44 PM     0      9965    0.03    0.00    0.00    0.00    0.03     0  systemd-journal
03:31:44 PM   111    242692   16.80    5.47    0.00    0.00   22.27     1  netdata
03:31:44 PM   111    243062    0.05    0.12    0.00    0.00    0.18     4  bash
03:31:44 PM   111    243082    0.00    0.00    0.00    0.00    0.00     1  otel-plugin
03:31:44 PM  1000    243238    0.20    0.00    0.00    0.00    0.20     3  ssh
03:31:44 PM  1000    243239    0.00    0.00    0.00    0.00    0.00     3  sh

Average:      UID       PID    %usr %system  %guest   %wait    %CPU   CPU  Command
Average:        0      9965    0.03    0.00    0.00    0.00    0.03     -  systemd-journal
Average:      111    242692   16.80    5.47    0.00    0.00   22.27     -  netdata
Average:      111    243062    0.05    0.12    0.00    0.00    0.18     -  bash
Average:      111    243082    0.00    0.00    0.00    0.00    0.00     -  otel-plugin
Average:     1000    243238    0.20    0.00    0.00    0.00    0.20     -  ssh
Average:     1000    243239    0.00    0.00    0.00    0.00    0.00     -  sh
