Linux 6.8.12+ (sendai) 	11/28/2025 	_x86_64_	(6 CPU)

04:42:00 PM   UID       PID    %usr %system  %guest   %wait    %CPU   CPU  Command
04:42:40 PM     0      9965    0.00    0.00    0.00    0.00    0.00     0  systemd-journal
04:42:40 PM   111    307060    1.82    1.32    0.00    0.00    3.15     4  netdata
04:42:40 PM   111    307429    0.05    0.12    0.00    0.00    0.18     4  bash
04:42:40 PM   111    307455    0.10    0.05    0.00    0.00    0.15     1  go.d.plugin
04:42:40 PM   111    307456    0.00    0.00    0.00    0.00    0.00     1  otel-plugin
04:42:40 PM  1000    307639    0.20    0.00    0.00    0.00    0.20     5  ssh
04:42:40 PM  1000    307640    0.00    0.00    0.00    0.00    0.00     1  sh

Average:      UID       PID    %usr %system  %guest   %wait    %CPU   CPU  Command
Average:        0      9965    0.00    0.00    0.00    0.00    0.00     -  systemd-journal
Average:      111    307060    1.82    1.32    0.00    0.00    3.15     -  netdata
Average:      111    307429    0.05    0.12    0.00    0.00    0.18     -  bash
Average:      111    307455    0.10    0.05    0.00    0.00    0.15     -  go.d.plugin
Average:      111    307456    0.00    0.00    0.00    0.00    0.00     -  otel-plugin
Average:     1000    307639    0.20    0.00    0.00    0.00    0.20     -  ssh
Average:     1000    307640    0.00    0.00    0.00    0.00    0.00     -  sh
