Linux 6.8.12+ (sendai) 	11/28/2025 	_x86_64_	(6 CPU)

03:29:19 PM   UID       PID    %usr %system  %guest   %wait    %CPU   CPU  Command
03:29:59 PM     0      9965    0.00    0.03    0.00    0.00    0.03     5  systemd-journal
03:29:59 PM   111    240305    1.35    1.25    0.00    0.00    2.60     2  netdata
03:29:59 PM   111    240675    0.05    0.10    0.00    0.00    0.15     0  bash
03:29:59 PM   111    240695    0.00    0.00    0.00    0.00    0.00     2  otel-plugin
03:29:59 PM  1000    240851    0.20    0.00    0.00    0.00    0.20     2  ssh
03:29:59 PM  1000    240852    0.00    0.00    0.00    0.00    0.00     0  sh

Average:      UID       PID    %usr %system  %guest   %wait    %CPU   CPU  Command
Average:        0      9965    0.00    0.03    0.00    0.00    0.03     -  systemd-journal
Average:      111    240305    1.35    1.25    0.00    0.00    2.60     -  netdata
Average:      111    240675    0.05    0.10    0.00    0.00    0.15     -  bash
Average:      111    240695    0.00    0.00    0.00    0.00    0.00     -  otel-plugin
Average:     1000    240851    0.20    0.00    0.00    0.00    0.20     -  ssh
Average:     1000    240852    0.00    0.00    0.00    0.00    0.00     -  sh
