Linux 6.8.12+ (sendai) 	12/08/2025 	_x86_64_	(6 CPU)

02:55:18 AM   UID       PID    %usr %system  %guest   %wait    %CPU   CPU  Command
02:55:58 AM     0      1495    0.00    0.00    0.00    0.00    0.00     4  systemd-journal
02:55:58 AM   111    356523    0.40    0.42    0.00    0.00    0.82     3  netdata
02:55:58 AM   111    356894    0.05    0.12    0.00    0.00    0.17     1  bash
02:55:58 AM   111    356916    0.00    0.00    0.00    0.00    0.00     4  otel-plugin
02:55:58 AM   111    356919    0.15    0.02    0.00    0.00    0.17     3  go.d.plugin
02:55:58 AM  1000    357198    0.00    0.00    0.00    0.00    0.00     3  ssh
02:55:58 AM  1000    357649    0.00    0.00    0.00    0.00    0.00     1  sh

Average:      UID       PID    %usr %system  %guest   %wait    %CPU   CPU  Command
Average:        0      1495    0.00    0.00    0.00    0.00    0.00     -  systemd-journal
Average:      111    356523    0.40    0.42    0.00    0.00    0.82     -  netdata
Average:      111    356894    0.05    0.12    0.00    0.00    0.17     -  bash
Average:      111    356916    0.00    0.00    0.00    0.00    0.00     -  otel-plugin
Average:      111    356919    0.15    0.02    0.00    0.00    0.17     -  go.d.plugin
Average:     1000    357198    0.00    0.00    0.00    0.00    0.00     -  ssh
Average:     1000    357649    0.00    0.00    0.00    0.00    0.00     -  sh
