Linux 6.8.12+ (sendai) 	11/07/2025 	_x86_64_	(6 CPU)

12:52:11 AM   UID       PID    %usr %system  %guest   %wait    %CPU   CPU  Command
12:52:51 AM     0   1946633    0.00    0.05    0.00    0.00    0.05     1  systemd-journal
12:52:51 AM   111   2941271    3.50    2.02    0.00    0.45    5.53     0  netdata
12:52:51 AM  1000   2941272    0.20    0.00    0.00    0.00    0.20     5  ssh
12:52:51 AM  1000   2941273    0.00    0.00    0.00    0.00    0.00     3  sh

Average:      UID       PID    %usr %system  %guest   %wait    %CPU   CPU  Command
Average:        0   1946633    0.00    0.05    0.00    0.00    0.05     -  systemd-journal
Average:      111   2941271    3.50    2.02    0.00    0.45    5.53     -  netdata
Average:     1000   2941272    0.20    0.00    0.00    0.00    0.20     -  ssh
Average:     1000   2941273    0.00    0.00    0.00    0.00    0.00     -  sh
