Linux 6.8.12+ (sendai) 	12/07/2025 	_x86_64_	(6 CPU)

08:18:13 PM   UID       PID    %usr %system  %guest   %wait    %CPU   CPU  Command
08:18:53 PM     0      1495    0.00    0.00    0.00    0.00    0.00     1  systemd-journal
08:18:53 PM   111     61570    0.43    0.35    0.00    0.00    0.78     3  netdata
08:18:53 PM   111     61950    0.12    0.07    0.00    0.00    0.20     0  bash
08:18:53 PM   111     61966    0.00    0.00    0.00    0.00    0.00     0  otel-plugin
08:18:53 PM   111     61967    0.10    0.03    0.00    0.00    0.12     1  go.d.plugin
08:18:53 PM  1000     62221    0.00    0.00    0.00    0.00    0.00     4  ssh
08:18:53 PM  1000     62696    0.00    0.00    0.00    0.00    0.00     3  sh

Average:      UID       PID    %usr %system  %guest   %wait    %CPU   CPU  Command
Average:        0      1495    0.00    0.00    0.00    0.00    0.00     -  systemd-journal
Average:      111     61570    0.43    0.35    0.00    0.00    0.78     -  netdata
Average:      111     61950    0.12    0.07    0.00    0.00    0.20     -  bash
Average:      111     61966    0.00    0.00    0.00    0.00    0.00     -  otel-plugin
Average:      111     61967    0.10    0.03    0.00    0.00    0.12     -  go.d.plugin
Average:     1000     62221    0.00    0.00    0.00    0.00    0.00     -  ssh
Average:     1000     62696    0.00    0.00    0.00    0.00    0.00     -  sh
