Linux 6.8.12+ (sendai) 	12/07/2025 	_x86_64_	(6 CPU)

09:05:37 PM   UID       PID    %usr %system  %guest   %wait    %CPU   CPU  Command
09:06:17 PM     0      1495    0.00    0.00    0.00    0.00    0.00     5  systemd-journal
09:06:17 PM   111    117196    0.30    0.35    0.00    0.00    0.65     1  netdata
09:06:17 PM   111    117565    0.05    0.12    0.00    0.00    0.18     0  bash
09:06:17 PM   111    117587    0.00    0.00    0.00    0.00    0.00     4  otel-plugin
09:06:17 PM  1000    117813    0.20    0.00    0.00    0.00    0.20     5  ssh
09:06:17 PM  1000    117814    0.00    0.00    0.00    0.00    0.00     3  sh

Average:      UID       PID    %usr %system  %guest   %wait    %CPU   CPU  Command
Average:        0      1495    0.00    0.00    0.00    0.00    0.00     -  systemd-journal
Average:      111    117196    0.30    0.35    0.00    0.00    0.65     -  netdata
Average:      111    117565    0.05    0.12    0.00    0.00    0.18     -  bash
Average:      111    117587    0.00    0.00    0.00    0.00    0.00     -  otel-plugin
Average:     1000    117813    0.20    0.00    0.00    0.00    0.20     -  ssh
Average:     1000    117814    0.00    0.00    0.00    0.00    0.00     -  sh
