Linux 6.8.12+ (sendai) 	12/07/2025 	_x86_64_	(6 CPU)

08:19:50 PM   UID       PID    %usr %system  %guest   %wait    %CPU   CPU  Command
08:20:30 PM     0      1495    0.00    0.00    0.00    0.00    0.00     3  systemd-journal
08:20:30 PM   111     63224   11.37    6.32    0.00    0.00   17.70     0  netdata
08:20:30 PM   111     63593    0.05    0.12    0.00    0.00    0.17     2  bash
08:20:30 PM   111     63615    0.12    0.02    0.00    0.00    0.15     1  go.d.plugin
08:20:30 PM   111     63619    0.00    0.00    0.00    0.00    0.00     0  otel-plugin
08:20:30 PM  1000     63877    0.00    0.00    0.00    0.00    0.00     2  ssh
08:20:30 PM  1000     65992    0.00    0.00    0.00    0.00    0.00     4  sh

Average:      UID       PID    %usr %system  %guest   %wait    %CPU   CPU  Command
Average:        0      1495    0.00    0.00    0.00    0.00    0.00     -  systemd-journal
Average:      111     63224   11.37    6.32    0.00    0.00   17.70     -  netdata
Average:      111     63593    0.05    0.12    0.00    0.00    0.17     -  bash
Average:      111     63615    0.12    0.02    0.00    0.00    0.15     -  go.d.plugin
Average:      111     63619    0.00    0.00    0.00    0.00    0.00     -  otel-plugin
Average:     1000     63877    0.00    0.00    0.00    0.00    0.00     -  ssh
Average:     1000     65992    0.00    0.00    0.00    0.00    0.00     -  sh
