Linux 6.8.12+ (sendai) 	12/07/2025 	_x86_64_	(6 CPU)

09:06:35 PM   UID       PID    %usr %system  %guest   %wait    %CPU   CPU  Command
09:07:15 PM     0      1495    0.00    0.03    0.00    0.00    0.03     2  systemd-journal
09:07:15 PM   111    118438   15.10    5.33    0.00    0.00   20.42     1  netdata
09:07:15 PM   111    118807    0.12    0.05    0.00    0.00    0.18     1  bash
09:07:15 PM   111    118831    0.00    0.00    0.00    0.00    0.00     0  otel-plugin
09:07:15 PM  1000    119055    0.20    0.00    0.00    0.00    0.20     5  ssh
09:07:15 PM  1000    119056    0.00    0.00    0.00    0.00    0.00     2  sh

Average:      UID       PID    %usr %system  %guest   %wait    %CPU   CPU  Command
Average:        0      1495    0.00    0.03    0.00    0.00    0.03     -  systemd-journal
Average:      111    118438   15.10    5.33    0.00    0.00   20.42     -  netdata
Average:      111    118807    0.12    0.05    0.00    0.00    0.18     -  bash
Average:      111    118831    0.00    0.00    0.00    0.00    0.00     -  otel-plugin
Average:     1000    119055    0.20    0.00    0.00    0.00    0.20     -  ssh
Average:     1000    119056    0.00    0.00    0.00    0.00    0.00     -  sh
