Linux 6.8.12+ (sendai) 	12/07/2025 	_x86_64_	(6 CPU)

08:16:34 PM   UID       PID    %usr %system  %guest   %wait    %CPU   CPU  Command
08:17:14 PM     0      1495    0.00    0.00    0.00    0.00    0.00     0  systemd-journal
08:17:14 PM   111     59907    0.27    0.45    0.00    0.00    0.73     3  netdata
08:17:14 PM   111     60277    0.03    0.12    0.00    0.00    0.15     4  bash
08:17:14 PM   111     60298    0.10    0.00    0.00    0.00    0.10     4  go.d.plugin
08:17:14 PM   111     60303    0.00    0.00    0.00    0.00    0.00     3  otel-plugin
08:17:14 PM  1000     60561    0.00    0.00    0.00    0.00    0.00     2  ssh
08:17:14 PM  1000     61033    0.00    0.00    0.00    0.00    0.00     1  sh

Average:      UID       PID    %usr %system  %guest   %wait    %CPU   CPU  Command
Average:        0      1495    0.00    0.00    0.00    0.00    0.00     -  systemd-journal
Average:      111     59907    0.27    0.45    0.00    0.00    0.73     -  netdata
Average:      111     60277    0.03    0.12    0.00    0.00    0.15     -  bash
Average:      111     60298    0.10    0.00    0.00    0.00    0.10     -  go.d.plugin
Average:      111     60303    0.00    0.00    0.00    0.00    0.00     -  otel-plugin
Average:     1000     60561    0.00    0.00    0.00    0.00    0.00     -  ssh
Average:     1000     61033    0.00    0.00    0.00    0.00    0.00     -  sh
