Linux 6.8.12+ (sendai) 	11/07/2025 	_x86_64_	(6 CPU)

01:33:01 PM   UID       PID    %usr %system  %guest   %wait    %CPU   CPU  Command
01:33:02 PM     0   1946633    0.00    0.00    0.00    0.00    0.00     5  systemd-journal
01:33:02 PM   111   3367627    7.00    7.00    0.00    0.00   14.00     0  netdata
01:33:02 PM   111   3368004    0.00    1.00    0.00    0.00    1.00     0  bash
01:33:02 PM   111   3368027    0.00    0.00    0.00    0.00    0.00     0  NETWORK-VIEWER
01:33:02 PM   111   3368030    0.00    0.00    0.00    0.00    0.00     0  go.d.plugin
01:33:02 PM   111   3368033    0.00    0.00    0.00    0.00    0.00     0  ebpf.plugin
01:33:02 PM   111   3368034    0.00    0.00    0.00    0.00    0.00     0  debugfs.plugin
01:33:02 PM   111   3368036    0.00    0.00    0.00    0.00    0.00     0  sd-jrnl.plugin
01:33:02 PM   111   3368042    0.00    0.00    0.00    0.00    0.00     0  otel-plugin
01:33:02 PM   111   3368045    0.00    0.00    0.00    0.00    0.00     0  nfacct.plugin
01:33:02 PM   111   3368047    0.00    1.00    0.00    0.00    1.00     0  apps.plugin
01:33:02 PM  1000   3368240    8.00    0.00    0.00    0.00    8.00     2  ssh
01:33:02 PM  1000   3368241    0.00    0.00    0.00    0.00    0.00     1  sh

01:33:02 PM   UID       PID    %usr %system  %guest   %wait    %CPU   CPU  Command
01:33:03 PM     0   1946633    0.00    0.00    0.00    0.00    0.00     5  systemd-journal
01:33:03 PM   111   3367627    3.00    5.00    0.00    0.00    8.00     0  netdata
01:33:03 PM   111   3368004    0.00    0.00    0.00    0.00    0.00     0  bash
01:33:03 PM   111   3368027    0.00    0.00    0.00    0.00    0.00     0  NETWORK-VIEWER
01:33:03 PM   111   3368030    0.00    0.00    0.00    0.00    0.00     0  go.d.plugin
01:33:03 PM   111   3368033    0.00    0.00    0.00    0.00    0.00     0  ebpf.plugin
01:33:03 PM   111   3368034    0.00    0.00    0.00    0.00    0.00     0  debugfs.plugin
01:33:03 PM   111   3368036    0.00    0.00    0.00    0.00    0.00     0  sd-jrnl.plugin
01:33:03 PM   111   3368042    0.00    0.00    0.00    0.00    0.00     0  otel-plugin
