2025/10/28-16:58:47.783872,1761670727.780751176,3121
2025/10/28-16:58:48.787856,1761670728.784738820,3117
2025/10/28-16:58:49.789854,1761670729.788050981,1803
2025/10/28-16:58:50.791857,1761670730.790073832,1783
2025/10/28-16:58:51.793856,1761670731.792044793,1812
2025/10/28-16:58:52.797861,1761670732.794055337,3806
2025/10/28-16:58:53.799856,1761670733.798082789,1774
2025/10/28-16:58:54.801862,1761670734.800057202,1805
2025/10/28-16:58:55.803849,1761670735.802044650,1804
2025/10/28-16:58:56.806866,1761670736.804040297,2826
2025/10/28-16:58:57.811250,1761670737.810849833,400
2025/10/28-16:58:58.811879,1761670738.811443188,436
2025/10/28-16:58:59.812520,1761670739.812086533,433
2025/10/28-16:59:00.813085,1761670740.812698573,386
2025/10/28-16:59:01.813691,1761670741.813303725,388
2025/10/28-16:59:02.814291,1761670742.813903523,388
2025/10/28-16:59:03.814891,1761670743.814484023,407
2025/10/28-16:59:04.815509,1761670744.815080816,428
2025/10/28-16:59:05.816109,1761670745.815718945,390
2025/10/28-16:59:06.816682,1761670746.816297753,384
2025/10/28-16:59:07.817289,1761670747.816901312,388
2025/10/28-16:59:08.817907,1761670748.817509747,397
2025/10/28-16:59:09.818471,1761670749.818105399,365
2025/10/28-16:59:10.819084,1761670750.818692955,391
2025/10/28-16:59:11.819666,1761670751.819262805,404
2025/10/28-16:59:12.820279,1761670752.819871489,408
2025/10/28-16:59:13.820882,1761670753.820457700,425
2025/10/28-16:59:14.821474,1761670754.821059608,414
2025/10/28-16:59:15.822040,1761670755.821650438,389
2025/10/28-16:59:16.822661,1761670756.822245066,416
2025/10/28-16:59:17.823229,1761670757.822822430,406
2025/10/28-16:59:18.823821,1761670758.823401030,420
2025/10/28-16:59:19.824399,1761670759.824029559,370
2025/10/28-16:59:20.825055,1761670760.824613131,442
2025/10/28-16:59:21.825634,1761670761.825237572,397
2025/10/28-16:59:22.826162,1761670762.825800695,362
2025/10/28-16:59:23.826774,1761670763.826393223,381
2025/10/28-16:59:24.827313,1761670764.826927984,385
2025/10/28-16:59:25.827919,1761670765.827530905,389
2025/10/28-16:59:26.828532,1761670766.828114319,417
2025/10/28-16:59:27.829097,1761670767.828709667,387
2025/10/28-16:59:28.829688,1761670768.829288474,400
2025/10/28-16:59:29.830262,1761670769.829870448,392
2025/10/28-16:59:30.830866,1761670770.830470654,396
2025/10/28-16:59:31.831500,1761670771.831072579,427
2025/10/28-16:59:32.832071,1761670772.831673881,397
2025/10/28-16:59:33.832649,1761670773.832256986,392
2025/10/28-16:59:34.833273,1761670774.832844953,428
2025/10/28-16:59:35.833855,1761670775.833458544,396
2025/10/28-16:59:36.834416,1761670776.834030521,386
2025/10/28-16:59:37.834988,1761670777.834593989,394
2025/10/28-16:59:38.835616,1761670778.835225625,390
2025/10/28-16:59:39.836199,1761670779.835805763,394
2025/10/28-16:59:40.836797,1761670780.836378253,419
2025/10/28-16:59:41.837329,1761670781.836943631,385
2025/10/28-16:59:42.837939,1761670782.837540498,398
2025/10/28-16:59:43.838549,1761670783.838121990,427
2025/10/28-16:59:44.839119,1761670784.838727599,391
2025/10/28-16:59:45.839699,1761670785.839307933,391
2025/10/28-16:59:46.840266,1761670786.839879067,387
