Linux 6.8.12+ (sendai) 	11/27/2025 	_x86_64_	(6 CPU)

11:50:56 PM   UID       PID    %usr %system  %guest   %wait    %CPU   CPU  Command
11:51:36 PM     0      9965    0.03    0.00    0.00    0.00    0.03     3  systemd-journal
11:51:36 PM   111   3879233    1.88    1.47    0.00    0.00    3.35     2  netdata
11:51:36 PM   111   3879606    0.10    0.07    0.00    0.00    0.18     3  bash
11:51:36 PM   111   3879629    0.00    0.00    0.00    0.00    0.00     0  otel-plugin
11:51:36 PM  1000   3879779    0.20    0.00    0.00    0.00    0.20     2  ssh
11:51:36 PM  1000   3879780    0.00    0.00    0.00    0.00    0.00     3  sh

Average:      UID       PID    %usr %system  %guest   %wait    %CPU   CPU  Command
Average:        0      9965    0.03    0.00    0.00    0.00    0.03     -  systemd-journal
Average:      111   3879233    1.88    1.47    0.00    0.00    3.35     -  netdata
Average:      111   3879606    0.10    0.07    0.00    0.00    0.18     -  bash
Average:      111   3879629    0.00    0.00    0.00    0.00    0.00     -  otel-plugin
Average:     1000   3879779    0.20    0.00    0.00    0.00    0.20     -  ssh
Average:     1000   3879780    0.00    0.00    0.00    0.00    0.00     -  sh
