Linux 6.8.12+ (sendai) 	11/28/2025 	_x86_64_	(6 CPU)

12:22:39 AM   UID       PID    %usr %system  %guest   %wait    %CPU   CPU  Command
12:23:19 AM     0      9965    0.00    0.03    0.00    0.00    0.03     5  systemd-journal
12:23:19 AM   111   3924302    2.10    1.93    0.00    0.00    4.03     3  netdata
12:23:19 AM   111   3924679    0.07    0.07    0.00    0.00    0.15     3  bash
12:23:19 AM   111   3924695    0.18    0.03    0.00    0.00    0.20     4  go.d.plugin
12:23:19 AM   111   3924698    0.00    0.00    0.00    0.00    0.00     0  otel-plugin
12:23:19 AM  1000   3924880    0.18    0.00    0.00    0.00    0.18     2  ssh
12:23:19 AM  1000   3924881    0.00    0.00    0.00    0.00    0.00     2  sh

Average:      UID       PID    %usr %system  %guest   %wait    %CPU   CPU  Command
Average:        0      9965    0.00    0.03    0.00    0.00    0.03     -  systemd-journal
Average:      111   3924302    2.10    1.93    0.00    0.00    4.03     -  netdata
Average:      111   3924679    0.07    0.07    0.00    0.00    0.15     -  bash
Average:      111   3924695    0.18    0.03    0.00    0.00    0.20     -  go.d.plugin
Average:      111   3924698    0.00    0.00    0.00    0.00    0.00     -  otel-plugin
Average:     1000   3924880    0.18    0.00    0.00    0.00    0.18     -  ssh
Average:     1000   3924881    0.00    0.00    0.00    0.00    0.00     -  sh
