Linux 6.8.12+ (sendai) 	11/27/2025 	_x86_64_	(6 CPU)

09:08:15 PM   UID       PID    %usr %system  %guest   %wait    %CPU   CPU  Command
09:08:55 PM     0      9965    0.00    0.03    0.00    0.00    0.03     2  systemd-journal
09:08:55 PM   111   3751429   13.63    6.75    0.00    0.00   20.38     2  netdata
09:08:55 PM   111   3751806    0.10    0.10    0.00    0.00    0.20     0  bash
09:08:55 PM   111   3751823    0.12    0.05    0.00    0.00    0.18     2  go.d.plugin
09:08:55 PM   111   3751825    0.00    0.00    0.00    0.00    0.00     1  otel-plugin
09:08:55 PM  1000   3752007    0.20    0.00    0.00    0.00    0.20     5  ssh
09:08:55 PM  1000   3752008    0.00    0.00    0.00    0.00    0.00     1  sh

Average:      UID       PID    %usr %system  %guest   %wait    %CPU   CPU  Command
Average:        0      9965    0.00    0.03    0.00    0.00    0.03     -  systemd-journal
Average:      111   3751429   13.63    6.75    0.00    0.00   20.38     -  netdata
Average:      111   3751806    0.10    0.10    0.00    0.00    0.20     -  bash
Average:      111   3751823    0.12    0.05    0.00    0.00    0.18     -  go.d.plugin
Average:      111   3751825    0.00    0.00    0.00    0.00    0.00     -  otel-plugin
Average:     1000   3752007    0.20    0.00    0.00    0.00    0.20     -  ssh
Average:     1000   3752008    0.00    0.00    0.00    0.00    0.00     -  sh
