Linux 6.8.12+ (sendai) 	12/08/2025 	_x86_64_	(6 CPU)

02:37:19 AM   UID       PID    %usr %system  %guest   %wait    %CPU   CPU  Command
02:37:59 AM     0      1495    0.00    0.00    0.00    0.00    0.00     1  systemd-journal
02:37:59 AM   111    338527   12.32    5.58    0.00    0.00   17.90     0  netdata
02:37:59 AM   111    338899    0.10    0.10    0.00    0.00    0.20     4  bash
02:37:59 AM   111    338920    0.12    0.03    0.00    0.00    0.15     1  go.d.plugin
02:37:59 AM   111    338923    0.00    0.00    0.00    0.00    0.00     1  otel-plugin
02:37:59 AM  1000    339190    0.00    0.00    0.00    0.00    0.00     2  ssh
02:37:59 AM  1000    339638    0.00    0.00    0.00    0.00    0.00     3  sh

Average:      UID       PID    %usr %system  %guest   %wait    %CPU   CPU  Command
Average:        0      1495    0.00    0.00    0.00    0.00    0.00     -  systemd-journal
Average:      111    338527   12.32    5.58    0.00    0.00   17.90     -  netdata
Average:      111    338899    0.10    0.10    0.00    0.00    0.20     -  bash
Average:      111    338920    0.12    0.03    0.00    0.00    0.15     -  go.d.plugin
Average:      111    338923    0.00    0.00    0.00    0.00    0.00     -  otel-plugin
Average:     1000    339190    0.00    0.00    0.00    0.00    0.00     -  ssh
Average:     1000    339638    0.00    0.00    0.00    0.00    0.00     -  sh
