Linux 6.8.12+ (sendai) 	12/08/2025 	_x86_64_	(6 CPU)

03:25:10 AM   UID       PID    %usr %system  %guest   %wait    %CPU   CPU  Command
03:25:50 AM     0      1495    0.00    0.00    0.00    0.00    0.00     1  systemd-journal
03:25:50 AM   111    390424    0.47    0.22    0.00    0.00    0.70     3  netdata
03:25:50 AM   111    390797    0.05    0.10    0.00    0.00    0.15     2  bash
03:25:50 AM   111    390818    0.00    0.00    0.00    0.00    0.00     3  otel-plugin
03:25:50 AM  1000    391040    0.20    0.00    0.00    0.00    0.20     2  ssh
03:25:50 AM  1000    391041    0.00    0.00    0.00    0.00    0.00     4  sh

Average:      UID       PID    %usr %system  %guest   %wait    %CPU   CPU  Command
Average:        0      1495    0.00    0.00    0.00    0.00    0.00     -  systemd-journal
Average:      111    390424    0.47    0.22    0.00    0.00    0.70     -  netdata
Average:      111    390797    0.05    0.10    0.00    0.00    0.15     -  bash
Average:      111    390818    0.00    0.00    0.00    0.00    0.00     -  otel-plugin
Average:     1000    391040    0.20    0.00    0.00    0.00    0.20     -  ssh
Average:     1000    391041    0.00    0.00    0.00    0.00    0.00     -  sh
