Linux 6.8.12+ (sendai) 	11/28/2025 	_x86_64_	(6 CPU)

04:34:05 PM   UID       PID    %usr %system  %guest   %wait    %CPU   CPU  Command
04:34:45 PM     0      9965    0.03    0.03    0.00    0.00    0.05     5  systemd-journal
04:34:45 PM   111    295804    1.52    1.80    0.00    0.00    3.33     0  netdata
04:34:45 PM   111    296181    0.10    0.07    0.00    0.00    0.18     3  bash
04:34:45 PM   111    296197    0.15    0.03    0.00    0.00    0.18     1  go.d.plugin
04:34:45 PM   111    296200    0.00    0.00    0.00    0.00    0.00     4  otel-plugin
04:34:45 PM  1000    296374    0.20    0.00    0.00    0.00    0.20     3  ssh
04:34:45 PM  1000    296375    0.00    0.00    0.00    0.00    0.00     4  sh

Average:      UID       PID    %usr %system  %guest   %wait    %CPU   CPU  Command
Average:        0      9965    0.03    0.03    0.00    0.00    0.05     -  systemd-journal
Average:      111    295804    1.52    1.80    0.00    0.00    3.33     -  netdata
Average:      111    296181    0.10    0.07    0.00    0.00    0.18     -  bash
Average:      111    296197    0.15    0.03    0.00    0.00    0.18     -  go.d.plugin
Average:      111    296200    0.00    0.00    0.00    0.00    0.00     -  otel-plugin
Average:     1000    296374    0.20    0.00    0.00    0.00    0.20     -  ssh
Average:     1000    296375    0.00    0.00    0.00    0.00    0.00     -  sh
