Linux 6.8.12+ (sendai) 	12/07/2025 	_x86_64_	(6 CPU)

07:43:02 PM   UID       PID    %usr %system  %guest   %wait    %CPU   CPU  Command
07:43:42 PM     0      1495    0.00    0.00    0.00    0.00    0.00     3  systemd-journal
07:43:42 PM   111     21060    0.55    0.20    0.00    0.00    0.75     0  netdata
07:43:42 PM   111     21441    0.07    0.07    0.00    0.00    0.15     2  bash
07:43:42 PM   111     21462    0.10    0.02    0.00    0.00    0.12     1  go.d.plugin
07:43:42 PM   111     21466    0.00    0.00    0.00    0.00    0.00     2  otel-plugin
07:43:42 PM  1000     21907    0.00    0.00    0.00    0.00    0.00     2  ssh
07:43:42 PM  1000     23312    0.00    0.00    0.00    0.00    0.00     3  sh

Average:      UID       PID    %usr %system  %guest   %wait    %CPU   CPU  Command
Average:        0      1495    0.00    0.00    0.00    0.00    0.00     -  systemd-journal
Average:      111     21060    0.55    0.20    0.00    0.00    0.75     -  netdata
Average:      111     21441    0.07    0.07    0.00    0.00    0.15     -  bash
Average:      111     21462    0.10    0.02    0.00    0.00    0.12     -  go.d.plugin
Average:      111     21466    0.00    0.00    0.00    0.00    0.00     -  otel-plugin
Average:     1000     21907    0.00    0.00    0.00    0.00    0.00     -  ssh
Average:     1000     23312    0.00    0.00    0.00    0.00    0.00     -  sh
