Linux 6.8.12+ (sendai) 	11/13/2025 	_x86_64_	(6 CPU)

11:21:13 AM   UID       PID    %usr %system  %guest   %wait    %CPU   CPU  Command
11:21:53 AM     0       660    0.02    0.00    0.00    0.00    0.02     2  systemd-journal
11:21:53 AM   111    699616    2.80    1.32    0.00    0.82    4.12     0  netdata
11:21:53 AM   111    699993    0.10    0.05    0.00    0.02    0.15     0  bash
11:21:53 AM   111    700014    0.10    0.02    0.00    0.00    0.12     0  go.d.plugin
11:21:53 AM   111    700015    0.00    0.00    0.00    0.02    0.00     0  nfacct.plugin
11:21:53 AM   111    700020    0.05    0.00    0.00    0.00    0.05     0  debugfs.plugin
11:21:53 AM   111    700022    0.00    0.00    0.00    0.00    0.00     0  ebpf.plugin
11:21:53 AM   111    700025    0.00    0.00    0.00    0.00    0.00     0  NETWORK-VIEWER
11:21:53 AM   111    700027    0.00    0.00    0.00    0.00    0.00     0  sd-jrnl.plugin
11:21:53 AM   111    700028    0.00    0.00    0.00    0.00    0.00     0  otel-plugin
11:21:53 AM   111    700031    0.22    0.77    0.00    0.00    1.00     0  apps.plugin
11:21:53 AM  1000    700221    0.20    0.00    0.00    0.00    0.20     4  ssh
11:21:53 AM  1000    700222    0.00    0.00    0.00    0.00    0.00     2  sh

Average:      UID       PID    %usr %system  %guest   %wait    %CPU   CPU  Command
Average:        0       660    0.02    0.00    0.00    0.00    0.02     -  systemd-journal
Average:      111    699616    2.80    1.32    0.00    0.82    4.12     -  netdata
Average:      111    699993    0.10    0.05    0.00    0.02    0.15     -  bash
Average:      111    700014    0.10    0.02    0.00    0.00    0.12     -  go.d.plugin
Average:      111    700015    0.00    0.00    0.00    0.02    0.00     -  nfacct.plugin
Average:      111    700020    0.05    0.00    0.00    0.00    0.05     -  debugfs.plugin
Average:      111    700022    0.00    0.00    0.00    0.00    0.00     -  ebpf.plugin
Average:      111    700025    0.00    0.00    0.00    0.00    0.00     -  NETWORK-VIEWER
Average:      111    700027    0.00    0.00    0.00    0.00    0.00     -  sd-jrnl.plugin
Average:      111    700028    0.00    0.00    0.00    0.00    0.00     -  otel-plugin
Average:      111    700031    0.22    0.77    0.00    0.00    1.00     -  apps.plugin
Average:     1000    700221    0.20    0.00    0.00    0.00    0.20     -  ssh
Average:     1000    700222    0.00    0.00    0.00    0.00    0.00     -  sh
