Linux 6.8.12+ (sendai) 	12/07/2025 	_x86_64_	(6 CPU)

04:13:11 PM   UID       PID    %usr %system  %guest   %wait    %CPU   CPU  Command
04:13:51 PM     0     12006    0.00    0.00    0.00    0.00    0.00     4  systemd-journal
04:13:51 PM   111   1831714    0.35    0.35    0.00    0.00    0.70     4  netdata
04:13:51 PM   111   1832086    0.05    0.10    0.00    0.00    0.15     0  bash
04:13:51 PM   111   1832108    0.00    0.00    0.00    0.00    0.00     4  otel-plugin
04:13:51 PM  1000   1832336    0.20    0.00    0.00    0.00    0.20     1  ssh
04:13:51 PM  1000   1832337    0.00    0.00    0.00    0.00    0.00     5  sh

Average:      UID       PID    %usr %system  %guest   %wait    %CPU   CPU  Command
Average:        0     12006    0.00    0.00    0.00    0.00    0.00     -  systemd-journal
Average:      111   1831714    0.35    0.35    0.00    0.00    0.70     -  netdata
Average:      111   1832086    0.05    0.10    0.00    0.00    0.15     -  bash
Average:      111   1832108    0.00    0.00    0.00    0.00    0.00     -  otel-plugin
Average:     1000   1832336    0.20    0.00    0.00    0.00    0.20     -  ssh
Average:     1000   1832337    0.00    0.00    0.00    0.00    0.00     -  sh
