Linux 6.8.12+ (sendai) 	12/07/2025 	_x86_64_	(6 CPU)

04:14:49 PM   UID       PID    %usr %system  %guest   %wait    %CPU   CPU  Command
04:15:29 PM     0     12006    0.00    0.00    0.00    0.00    0.00     5  systemd-journal
04:15:29 PM   111   1833264    0.40    0.35    0.00    0.00    0.75     2  netdata
04:15:29 PM   111   1833635    0.10    0.07    0.00    0.00    0.18     3  bash
04:15:29 PM   111   1833657    0.10    0.03    0.00    0.00    0.12     3  go.d.plugin
04:15:29 PM   111   1833659    0.00    0.00    0.00    0.00    0.00     0  otel-plugin
04:15:29 PM  1000   1833926    0.00    0.00    0.00    0.00    0.00     1  ssh
04:15:29 PM  1000   1834407    0.00    0.00    0.00    0.00    0.00     2  sh

Average:      UID       PID    %usr %system  %guest   %wait    %CPU   CPU  Command
Average:        0     12006    0.00    0.00    0.00    0.00    0.00     -  systemd-journal
Average:      111   1833264    0.40    0.35    0.00    0.00    0.75     -  netdata
Average:      111   1833635    0.10    0.07    0.00    0.00    0.18     -  bash
Average:      111   1833657    0.10    0.03    0.00    0.00    0.12     -  go.d.plugin
Average:      111   1833659    0.00    0.00    0.00    0.00    0.00     -  otel-plugin
Average:     1000   1833926    0.00    0.00    0.00    0.00    0.00     -  ssh
Average:     1000   1834407    0.00    0.00    0.00    0.00    0.00     -  sh
