Linux 6.8.12+ (sendai) 	11/07/2025 	_x86_64_	(6 CPU)

12:50:06 PM   UID       PID    %usr %system  %guest   %wait    %CPU   CPU  Command
12:50:07 PM     0   1946633    0.00    0.00    0.00    0.00    0.00     5  systemd-journal
12:50:07 PM   111   3336599    4.00    5.00    0.00    0.00    9.00     0  netdata
12:50:07 PM   111   3336976    0.00    0.00    0.00    0.00    0.00     0  bash
12:50:07 PM   111   3336995    0.00    0.00    0.00    0.00    0.00     0  ebpf.plugin
12:50:07 PM   111   3336996    0.00    0.00    0.00    0.00    0.00     0  debugfs.plugin
12:50:07 PM   111   3336998    0.00    0.00    0.00    0.00    0.00     0  NETWORK-VIEWER
12:50:07 PM   111   3336999    0.00    0.00    0.00    0.00    0.00     0  sd-jrnl.plugin
12:50:07 PM   111   3337001    0.00    0.00    0.00    0.00    0.00     0  otel-plugin
12:50:07 PM   111   3337003    0.00    0.00    0.00    0.00    0.00     0  nfacct.plugin
12:50:07 PM   111   3337004    1.00    0.00    0.00    0.00    1.00     0  apps.plugin
12:50:07 PM   111   3337011    0.00    0.00    0.00    0.00    0.00     0  go.d.plugin
12:50:07 PM  1000   3337208    8.00    0.00    0.00    0.00    8.00     1  ssh
12:50:07 PM  1000   3337209    0.00    0.00    0.00    0.00    0.00     4  sh

12:50:07 PM   UID       PID    %usr %system  %guest   %wait    %CPU   CPU  Command
12:50:08 PM     0   1946633    0.00    1.00    0.00    0.00    1.00     3  systemd-journal
12:50:08 PM   111   3336599    5.00    9.00    0.00    0.00   14.00     0  netdata
12:50:08 PM   111   3336976    0.00    0.00    0.00    0.00    0.00     0  bash
12:50:08 PM   111   3336995    0.00    0.00    0.00    0.00    0.00     0  ebpf.plugin
12:50:08 PM   111   3336996    0.00    0.00    0.00    0.00    0.00     0  debugfs.plugin
12:50:08 PM   111   3336998    0.00    0.00    0.00    0.00    0.00     0  NETWORK-VIEWER
12:50:08 PM   111   3336999    0.00    0.00    0.00    0.00    0.00     0  sd-jrnl.plugin
12:50:08 PM   111   3337001    0.00    0.00    0.00    0.00    0.00     0  otel-plugin
12:50:08 PM   111   3337003    0.00    0.00    0.00    0.00    0.00     0  nfacct.plugin
12:50:08 PM   111   3337004    1.00    0.00    0.00    0.00    1.00     0  apps.plugin
12:50:08 PM   111   3337011    0.00    1.00    0.00    0.00    1.00     0  go.d.plugin
12:50:08 PM  1000   3337208    0.00    0.00    0.00    0.00    0.00     1  ssh
12:50:08 PM  1000   3337209    0.00    0.00    0.00    0.00    0.00     4  sh

12:50:08 PM   UID       PID    %usr %system  %guest   %wait    %CPU   CPU  Command
12:50:09 PM     0   1946633    0.00    0.00    0.00    0.00    0.00     3  systemd-journal
12:50:09 PM   111   3336599    3.00    5.00    0.00    0.00    8.00     0  netdata
12:50:09 PM   111   3336976    0.00    0.00    0.00    0.00    0.00     0  bash
12:50:09 PM   111   3336995    0.00    0.00    0.00    0.00    0.00     0  ebpf.plugin
12:50:09 PM   111   3336996    0.00    0.00    0.00    0.00    0.00     0  debugfs.plugin
12:50:09 PM   111   3336998    0.00    0.00    0.00    0.00    0.00     0  NETWORK-VIEWER
12:50:09 PM   111   3336999    0.00    0.00    0.00    0.00    0.00     0  sd-jrnl.plugin
12:50:09 PM   111   3337001    0.00    0.00    0.00    0.00    0.00     0  otel-plugin
12:50:09 PM   111   3337003    0.00    0.00    0.00    0.00    0.00     0  nfacct.plugin
12:50:09 PM   111   3337004    0.00    1.00    0.00    0.00    1.00     0  apps.plugin
12:50:09 PM   111   3337011    0.00    0.00    0.00    0.00    0.00     0  go.d.plugin
12:50:09 PM  1000   3337208    0.00    0.00    0.00    0.00    0.00     1  ssh
12:50:09 PM  1000   3337209    0.00    0.00    0.00    0.00    0.00     4  sh

12:50:09 PM   UID       PID    %usr %system  %guest   %wait    %CPU   CPU  Command
12:50:10 PM     0   1946633    0.00    0.00    0.00    0.00    0.00     3  systemd-journal
12:50:10 PM   111   3336599    1.00    5.00    0.00    0.00    6.00     0  netdata
12:50:10 PM   111   3336976    0.00    0.00    0.00    0.00    0.00     0  bash
12:50:10 PM   111   3336995    0.00    0.00    0.00    0.00    0.00     0  ebpf.plugin
12:50:10 PM   111   3336996    0.00    0.00    0.00    0.00    0.00     0  debugfs.plugin
12:50:10 PM   111   3336998    0.00    0.00    0.00    0.00    0.00     0  NETWORK-VIEWER
12:50:10 PM   111   3336999    0.00    0.00    0.00    0.00    0.00     0  sd-jrnl.plugin
12:50:10 PM   111   3337001    0.00    0.00    0.00    0.00    0.00     0  otel-plugin
12:50:10 PM   111   3337003    0.00    0.00    0.00    0.00    0.00     0  nfacct.plugin
12:50:10 PM   111   3337004    0.00    0.00    0.00    0.00    0.00     0  apps.plugin
12:50:10 PM   111   3337011    0.00    0.00    0.00    0.00    0.00     0  go.d.plugin
12:50:10 PM  1000   3337208    0.00    0.00    0.00    0.00    0.00     1  ssh
12:50:10 PM  1000   3337209    0.00    0.00    0.00    0.00    0.00     4  sh

12:50:10 PM   UID       PID    %usr %system  %guest   %wait    %CPU   CPU  Command
12:50:11 PM     0   1946633    0.00    0.00    0.00    0.00    0.00     3  systemd-journal
12:50:11 PM   111   3336599    4.00    5.00    0.00    0.00    9.00     0  netdata
12:50:11 PM   111   3336976    0.00    0.00    0.00    0.00    0.00     0  bash
12:50:11 PM   111   3336995    0.00    0.00    0.00    0.00    0.00     0  ebpf.plugin
12:50:11 PM   111   3336996    0.00    0.00    0.00    0.00    0.00     0  debugfs.plugin
12:50:11 PM   111   3336998    0.00    0.00    0.00    0.00    0.00     0  NETWORK-VIEWER
12:50:11 PM   111   3336999    0.00    0.00    0.00    0.00    0.00     0  sd-jrnl.plugin
12:50:11 PM   111   3337001    0.00    0.00    0.00    0.00    0.00     0  otel-plugin
12:50:11 PM   111   3337003    0.00    0.00    0.00    0.00    0.00     0  nfacct.plugin
12:50:11 PM   111   3337004    1.00    1.00    0.00    0.00    2.00     0  apps.plugin
