Linux 6.8.12+ (sendai) 	11/09/2025 	_x86_64_	(6 CPU)

02:26:01 AM   UID       PID    %usr %system  %guest   %wait    %CPU   CPU  Command
02:26:41 AM   111    351348    1.15    1.43    0.00    0.00    2.57     0  netdata
02:26:41 AM   111    351725    0.07    0.10    0.00    0.03    0.18     0  bash
02:26:41 AM   111    351747    0.00    0.00    0.00    0.00    0.00     0  NETWORK-VIEWER
02:26:41 AM   111    351750    0.05    0.00    0.00    0.00    0.05     0  debugfs.plugin
02:26:41 AM   111    351752    0.27    0.65    0.00    0.03    0.92     0  apps.plugin
02:26:41 AM   111    351753    0.00    0.00    0.00    0.00    0.00     0  otel-plugin
02:26:41 AM   111    351755    0.00    0.00    0.00    0.00    0.00     0  nfacct.plugin
02:26:41 AM   111    351757    0.15    0.03    0.00    0.00    0.18     0  go.d.plugin
02:26:41 AM   111    351759    0.00    0.03    0.00    0.00    0.03     0  sd-jrnl.plugin
02:26:41 AM   111    351761    0.00    0.00    0.00    0.00    0.00     0  ebpf.plugin
02:26:41 AM  1000    351957    0.22    0.00    0.00    0.00    0.22     5  ssh
02:26:41 AM  1000    351958    0.00    0.00    0.00    0.00    0.00     1  sh
02:26:41 AM     0   1946633    0.03    0.00    0.00    0.00    0.03     2  systemd-journal

Average:      UID       PID    %usr %system  %guest   %wait    %CPU   CPU  Command
Average:      111    351348    1.15    1.43    0.00    0.00    2.57     -  netdata
Average:      111    351725    0.07    0.10    0.00    0.03    0.18     -  bash
Average:      111    351747    0.00    0.00    0.00    0.00    0.00     -  NETWORK-VIEWER
Average:      111    351750    0.05    0.00    0.00    0.00    0.05     -  debugfs.plugin
Average:      111    351752    0.27    0.65    0.00    0.03    0.92     -  apps.plugin
Average:      111    351753    0.00    0.00    0.00    0.00    0.00     -  otel-plugin
Average:      111    351755    0.00    0.00    0.00    0.00    0.00     -  nfacct.plugin
Average:      111    351757    0.15    0.03    0.00    0.00    0.18     -  go.d.plugin
Average:      111    351759    0.00    0.03    0.00    0.00    0.03     -  sd-jrnl.plugin
Average:      111    351761    0.00    0.00    0.00    0.00    0.00     -  ebpf.plugin
Average:     1000    351957    0.22    0.00    0.00    0.00    0.22     -  ssh
Average:     1000    351958    0.00    0.00    0.00    0.00    0.00     -  sh
Average:        0   1946633    0.03    0.00    0.00    0.00    0.03     -  systemd-journal
